bar,price,hodl,lp5,lp30,lpLive,lpProp,arb5,arb30,arbLive,arbProp,kLive,kProp
7416,1891560000000000000000,2446135732907243008923227,2429556622124157189118336,2504872103763159815440617,2593788254447194911179676,2661707151317009073078913,460818967472396906142087,377001509403962001110968,290227788095524279060043,256275377388686909740395,0,31285888600664603
7428,1926109999999999803392,2472549904052721926737178,2451670460878750486115300,2527727738818548289493213,2617420143292354683595508,2686040663102015068921809,460935488992456471387222,377072177854008088261164,290293753789284798981868,256397047592460827643542,0,50000000000000000
7440,1882680000000000000000,2439346793984756475862999,2423910007452071913378896,2499188136073447128154165,2587839549608968314329341,2655626335815075160106315,461207082944724811453040,377210133629754624117770,290468277740068629457358,256498532801291921461549,0,0
7452,1884349999999999803392,2440623542633466437066444,2425004624628693563109192,2500361775817750316546016,2589038686154916431672269,2656834775422979830134808,461258176733735563136805,377258138328956799936213,290520574969286940373753,256546668154226189468895,0,0
7464,1875049999999999934464,2433513505248431585170363,2419062152464035875019554,2494386164503613482056018,2582758176414380207749216,2650456135761140002033469,461975905910829011922938,377761375348385808488388,290922212704598284020344,256725208899258064279945,0,36034078648019136
7476,1921109999999999803392,2468727303308080357723646,2448634320271827721734184,2524981854666465603487637,2614428224865557842638520,2682940208167862547627741,462415097371920109965875,377990463923631290591804,291187230924451230318282,257016811014609282235381,0,0
7488,1865500000000000131072,2426212337826164584594811,2412957132636545179483502,2488243222625025788819375,2576376420323118670143770,2643885559838410018846727,462516037828866284019503,378069286337816154107562,291273023911589927691170,257103722678597415269078,0,21678418825463456
7500,1837800000000000000000,2405035129700845168566777,2395013479543925293411667,2469850184469342745490133,2557308050789067833556450,2624319900036464622016799,462924469464551902622013,378291882003002234963944,291550499140556762414204,257447376776475750094443,0,36622138578627250
7512,1867529999999999934464,2427764313728488901181256,2414334881638707927970056,2489797375931162211197504,2577964621794705867138915,2645513054049739841713743,463051790033356370256108,378319154214419672686757,291587150679864575435769,257478627344246873755588,0,0
7524,1914920000000000000000,2463994923586212373662417,2444803619463728574761345,2521270404762945792343204,2610529278799934813118132,2678922840720827070118759,463278715748554965323163,378454156945314957195087,291782188722493173316352,257673521407842937161725,0,15075282031510816
7536,1917880000000000000000,2466257903227041586465446,2446711489525504977403994,2523253817646329614394795,2612580622686064286554540,2681027885041807285497205,463314336328324224092981,378460244653829547475305,291802539398670821329822,257693337500260224618613,0,0
7548,1891560000000000000000,2446135732907243008923227,2429895587120552330061291,2505976300959283137190580,2594654914327495059066466,2662612020317172318969181,463541996995778996591036,378613032100089891141681,292019600212545636320785,257881687004996003361738,0,0
7560,1878790000000000065536,2436372810605423725029953,2421711871204877460679810,2497616954347750579298123,2585985081543712887006612,2653708176118894757053109,463769520669170078665076,378731466641874259906377,292179354317970465129283,258055239349299772728489,0,0
7572,1877720000000000000000,2435554774046071175774536,2421041119164100522649840,2496926969574354911838806,2585277391510413666364883,2652981451352794073517141,463802770059495009516765,378731760824045761750270,292187222145579873078104,258063637778774189218842,0,0
7584,1902940000000000131072,2454835972202049367612848,2437266718044848914777293,2513683826407293019930445,2602614544159446832669606,2670775299832811836839908,463856288201456985481342,378746450931591465620202,292227532470465575912939,258104485427432730313035,0,0
7596,1921700000000000131072,2469178370195948971374795,2449268030579828321292020,2526095441485911271531197,2615449245991284377342098,2683938565615813409035894,463889215736209841215587,378768864686648694547696,292258148537719356904271,258141200771801009700735,0,8539262592274260
7608,2370050000000000196608,2811950978968052923707824,2720105432939174001472024,2805812409474267629747843,2909857772060372932623394,2985681051208738961646078,468078251404400848394697,382929384504765360066384,295116238842244226863822,260869887208468155535519,87590165812217253,43908005440952010
7620,2433320000000000262144,2860322168790760658174635,2756235418625692343681309,2843316701302691561213655,2950651396082101673771833,3026751904564806583748389,469229173176963272492628,383981475371393812211608,295359147333187014922295,261617938572843825382514,73333333333333333,26979820834216666
7632,2477789999999999803392,2894320379813610492645895,2781348025984271221349859,2869320697730229404926993,2978890051984346806770324,3054806695177171807685403,469577390100086350432841,384163371780613647659791,295552068881993455852794,261760958600909750665591,60505935880580246,25926080895793696
7644,2501600000000000000000,2912523604559600493269343,2794710566937680324090530,2883165282866242352565629,2993755985850084946372693,3069521751166885391407811,469745892249691180892297,384268028063490689402735,295745968659210927567473,261898448084698321486857,65257454231562340,34326796620333000
7656,2436060000000000131072,2862416953998824456247168,2757888962954860274046693,2845241199554856894344866,2953531441580778357031629,3029092231969509797080785,469925624875079745215005,384378263619842245297644,296871619450020701170143,262004760833066876604929,0,0
7668,2445440000000000000000,2869588152995776767507417,2763225614788777368493581,2850853255418820890996062,2959322567275512674888797,3034986855210712617560685,470355137694466948909068,384729977689252254968101,297272237181409227615766,262196113085396578057238,0,0
7680,2380860000000000131072,2820215441777969595269736,2726527752276762626240598,2813089259386226093681846,2920098975783860607511966,2994745820513306250774022,470599362831859650378056,384919369129378371568568,297482300128933591608616,262451616404235055519570,0,50000000000000000
7692,2523200000000000000000,2929037239776455645859531,2806887585936516594472622,2896097424017907148378939,3006217993097245513843025,3083053835585666365291189,471442777310013624017413,385681577213961451680730,298301551654309352532075,263285742758051950327197,50000000000000000,28120067816547010
7704,2502110000000000327680,2912913509835552598052826,2795167064687914200850770,2884085483052256177327843,2993728948612977966113680,3070218945395914578970537,471860286329154144689173,385947802727563956806352,298587119408935672291492,263530703672112924610413,0,32877678850906946
7716,2474089999999999934464,2891491655262577642739682,2779496555768696093124475,2867978511152993801745741,2976996402164597181737212,3053051955249970284478373,471951861945171831541069,386003991438400736190938,298662813768040537231682,263602398667233727905137,0,0
7728,2461570000000000196608,2881919862997990374582510,2772484454790116097892647,2860780742222388880004300,2969522271881143194748216,3045386015610622211806693,472090199139261931185658,386058109579639772418085,298753893283073209259203,263696275480484530296171,0,0
7740,2536199999999999737856,2938976001712526129656606,2814246856472752853888068,2904003875543322472443099,3014355484861188533810387,3091360174996170933783271,472897407358756548275422,386631003269001261788347,299408684371057477958023,264361475118176445851364,0,304962386300913
7752,2508579999999999868928,2917859955199122066884932,2798913699367694289768937,2888246988409975003630807,2997986872564212333995580,3074572553532676026796019,473097923456520052073148,386745956864888699773082,299546462800638570274331,264503212445403449512892,0,0
7764,2420770000000000196608,2850727440921707227183453,2749534745940131815677043,2837412535109634969880702,2945191966725195666802101,3020406425511370539985584,473507302999112145282727,387014732857221597732645,299829029206473946414480,264756963550217583284194,30733270655683760,24581670683551393
7775,2480679999999999737856,2896529843044015348401086,2783380103875101623311827,2872414578985274455176819,2981485301196350242224691,3057581063641522983470764,473696184382512859496179,387110347764946220874445,299929304690313271274061,264835238170620068889089,0,0
