bar,price,hodl,lp5,lp30,lpLive,lpProp,arb5,arb30,arbLive,arbProp,kLive,kProp
1584,2004710000000000065536,2532641187758505376253926,2480440338730434836630374,2491168866380884068126159,2492708873894348433357442,2502647411790445796139652,49337953885831461103263,37826202520770086344508,36949626132411159336619,29813078243577088183088,0,0
1596,2062969999999999672320,2577182131635080764087980,2516275067196579067653565,2527329379696485393909163,2528876550895749787569323,2538951025166449770878638,50021845213801635099574,38386848033945223714113,37528453586699401794203,30395321024516708611080,0,26199255637486520
1608,2071329999999999934464,2583573520080124347327181,2521402189559542661991986,2532574781189517248271510,2534120227803286007232540,2544159043422402394003430,50244625542750101664508,38512895769207897813700,37656184477071508062007,30452184004093213658079,0,0
1620,2024929999999999934464,2548099785169838803983858,2493030328862540450161246,2504124021620757245828259,2505637895811416806079770,2515589186183631747398841,50377916930226388625213,38571043616510289909693,37735794331412916862942,30501057874192451311844,0,25170382963763986
1632,2054360000000000000000,2570599613152804954625269,2511115208504382321762548,2522356740101421795111241,2523850539452066532747032,2533840080337932980858087,50595751627820780980979,38684348288079362956269,37831423869187669123245,30553420881595374780397,0,0
1644,2094460000000000131072,2601256871124840400906354,2535535756776441826299631,2546947583475428083210529,2548435681652870503222552,2558517994063563949338818,50790791043463482836398,38823257441104566931662,37994561939185096560933,30721322747450966053870,0,43333333375067503
1656,2160280000000000262144,2651577587327315770592220,2575093965863488515330651,2586739336354894864196494,2588226700178896086714617,2598628015148487702751427,50993422689482959066805,39019818703388706425808,38181498015334161063801,30969966390719908456155,54903335875761806,26681141890454766
1668,2205090000000000196608,2685835735200802706117751,2601700970659273730604190,2613579673892752345653005,2615079462879281075370392,2625938720443652246217251,51263599119289096136951,39259172410442475926267,38618783233085924816847,31084359363190152517210,0,9757566427882536
1680,2236530000000000196608,2709872248683117893833518,2620226972315860488904385,2632309921151738414412934,2633763893356386461368425,2644876558288213692460797,51690949256803684371184,39512511263724228821119,38852526821428295516779,31216433252577996180117,0,28391219052437766
1692,2356940000000000131072,2801928119815600107492045,2689883074177667216654687,2702418156838846966558049,2703834937648323689646806,2716434339755701895586132,52416247269217306952268,39969768634886734634783,39314971301860605653073,31493879098662385895166,14187050351183846,41756922797332936
1704,2249380000000000131072,2719696332596847294914243,2627827126073618969971087,2640163321478021402351903,2641494470356581000994229,2653710410206060337076650,53048931675864064796765,40461341834128326799298,39866419427107515779958,31679192247469581060543,93333333345554240,38886393821640070
1716,2170239999999999737856,2659192208010644726636708,2581229177831506723356718,2593464006025615374479596,2594803846825615127803810,2606656392332008916312479,53472320305942952627810,40682864149343430179877,39981009183976255147150,32160180315435718605255,75143864507897340,39786758495731263
1728,2272790000000000065536,2737593749283263037610917,2641557602289830727062224,2654227374621310318330032,2655444574626416912260131,2667652100236389974529826,53949609005798672114932,41015983340680703805581,40232259293914958699305,32391060432017249728649,0,0
1740,2214230000000000065536,2692823449362011717524725,2607340662247828679597540,2619929437593439574223460,2621124132136374882111936,2633151085633180100268426,54218441499585586557063,41173219321532581549330,40392353900718155917605,32540029940171583521735,0,26519613500586603
1752,2235989999999999803392,2709459407802694431482163,2620162551597645321409292,2632961298441865500474070,2634143321069255869607495,2646110423735367977225097,54655199420620872465233,41512033096792285264406,40735882019619846045088,32669195445074399377521,0,0
1764,2253659999999999868928,2722968478834260474238888,2630541662824501994971807,2643534907228331511730983,2644720499059360572054892,2656683574857970511927586,55133544633664481690648,41886501331735462810319,41112249817314363981787,33033338396637703199395,0,43606727304498043
1776,2288659999999999868928,2749726684046760025619504,2650930262752612977165169,2664129759731902424523902,2665307939447780067177400,2677310819123766769123145,55481024792735158878315,42125021024850883071701,41317503923981243748940,33123232739410716971485,0,45701617098773010
1788,2279120000000000000000,2742433161825980128650135,2645426004327258398486893,2658645974908148214738799,2659811008311894711161559,2671748965376906748012956,55597893193176809111454,42176747344633420868545,41376145058933738494039,33149345236984500812115,0,0
1800,2285260000000000131072,2747127315540401397761000,2649025444446485682362976,2662368756578172661706004,2663489882293199533534321,2675403045052785591478747,56018520585482644236602,42483216801072275547111,41711684414699336599956,33353770204082073549652,0,47981460911286693
1812,2373110000000000065536,2814290410623774825976845,2699514824366602093727140,2713291947919557278475529,2714340895102457855540394,2726455881871639654986669,56633567367190746809837,42956818622922079261708,42029048896045447423193,34053916955916510603336,0,20375549491503930
1824,2307539999999999868928,2764160824458532450960812,2661991598415562679995405,2675657650119879713225557,2676688705290208290221299,2688631890722247591842375,56895462533309720762992,43081115821576513558923,42170369773793217618376,34186321868046231634799,0,0
1836,2392550000000000065536,2829152682318945485821140,2710613091597565515403007,2724627346419544297786026,2725653504097331964275820,2738033852351312569100068,57064347194882095925297,43236884869517091920282,42323263964591248355334,34257238686462448996710,79766925425938760,0
1848,2230320000000000262144,2705124578558271004060210,2617146000913983157690569,2630816290587914109203315,2631751405521027292227005,2643423092934800480871503,57697518796619463977046,43795318184424055329104,42852098536112784716413,34677006310682486353954,53639770503529373,27009897160858900
1860,2239869999999999803392,2712425745980538777687903,2622779221462500350798967,2636583133007797376159622,2637515313052716320731598,2649142761460801761628759,58005387658981512009657,44062007640878851592223,43112406600211212028736,34795593338143661790499,0,6761769985618556
1872,2240869999999999803392,2713190266129464974117002,2623398134470531011913093,2637276743969151821592194,2638199908372973633017574,2649810923497787899603387,58265799241478960386118,44188620913621415344295,43270782167975264318865,34871374837397382722481,0,0
1884,2403369999999999934464,2837424790330350368818002,2716917287952484497778981,2731546902840473481528179,2732501655828724347889852,2744829412240366016835178,59465095952832787028495,45296893081885315956528,44375443085490272654624,35708648321804273645704,0,34074369047336373
1896,2647889999999999672320,3024365257146353951716503,2851857053281677913366784,2867478084227640779138171,2869903304826994400390320,2884440953646423309300197,61053898832978095387390,46529869809726347170945,44985343188594434201858,36854276843377456033321,87048710846349553,50000000000000000
1908,2537129999999999934464,2939687005451032320095418,2791618667027702823519068,2807034751023697184825236,2808687117302813615788217,2823284861117183170415704,61607875738983846389288,46906134801805350526137,45014746004054043666666,36990843134492180979421,0,0
1920,2528290000000000196608,2932928647334505368633597,2786788641404557575481268,2802273603035105528615891,2803900860303208123718620,2818484888373061474651325,61860058565043132123475,47077636060363150905388,45185377758012675160244,37160271805224631800951,0,0
1932,2519949999999999803392,2926552549292440763524864,2782217750345958661609096,2797747098692684247471386,2799354169803591706300778,2813863532837993547107253,62011488044360667397667,47151862533604217767230,45266995409237403898290,37191815272348711808077,0,0
1944,2468889999999999934464,2887516150488149049258207,2753928262665917786954326,2769411480632221181400759,2770969797256509433940118,2785315855273251141507017,62627052843522783615676,47640662232141569601976,45794888167324343402066,37710197291591775171519,0,0
1956,2378809999999999934464,2818648175472665929734176,2703251653178867345793964,2718525751307653896255104,2720133157321475778859756,2734266006011214538917887,62839473311162422242002,47787749285854518413652,45855869126731718961764,37822332098834539204790,0,50000000000000000
1968,2243050000000000196608,2714856920054129324609275,2625036893739308018124560,2640079619705921337716856,2642813479067373203195050,2657018016424981417611344,64098578119775155344789,48920415072017167308225,46144491931826322778236,38216893655839365645378,71040279064630960,26124632050609096
1980,2252260000000000131072,2721898150625760217249409,2630463922272594008034885,2645640189830563646064064,2648385298549814901362711,2662794339289740340489821,64603738687714889853350,49160793985535902561607,46470963857989908143191,38484560106427225702246,65821393132951780,11674365280643116
1992,2281050000000000196608,2743908685713414388977018,2647243184276688904825635,2662549256932282131966802,2665284085421484061777872,2679799246734276449232484,64647917617893224682433,49183592721530971108822,46489763382031031199827,38510453852845564101080,0,0
2004,2313440000000000000000,2768671493337207940125526,2666003585781171124990284,2681473614577737095463374,2684212083751862379209880,2698821447829057758464048,64822628260411869657308,49270815560623486104558,46610460751040273737375,38628803722179375600301,0,33793905120857030
2016,2264280000000000262144,2731087682815884139767414,2637576844579768817723645,2653027284490336529319629,2655630910370337727210988,2670046925872642738873352,65442615044517792007279,49663583340028975907039,46854728497047295128621,38844051216770687663140,0,33719880049849916
2028,2302600000000000000000,2760384094922825504490032,2659830293221900234899524,2675458286665693333098770,2678079433173286331726180,2692608234130527404644437,65575379607335471547925,49711128010802392641569,46916478999112015534114,38902129354020365605581,0,0
2040,2327510000000000327680,2779428291832635715437105,2674205498612318325224683,2689967036674805352703227,2692581530242992638499036,2707188308009886270779394,65699337844320482208905,49770563789311998294055,47002109835758603138432,38988598360185419535040,0,29613174028781896
2052,2359869999999999803392,2804168163851961948460485,2692760145638169601197133,2708700748334973058532131,2711306781318991795256167,2726029902642290859115574,65878107403010625754649,49900737942436975499689,47144684555376606029211,39042456586964756130265,0,15209386805748160
2064,2503530000000000458752,2913999128447031050190367,2773556608113667416213721,2790098134989065138350635,2792910621599045262576437,2808557337070682330159696,66439003118085711510991,50261555198032472337087,47417952862962935499180,39399363640971309038949,77083905427347486,50000000000000000
2076,2532780000000000131072,2936361342803192126937224,2789740418638294832692154,2806433085852951030233601,2809172587282110690619155,2825356677984310127028245,66576484337914644347560,50332651532810575468067,47598901297491850422119,39499615165548060745425,62343944857829106,33648455556072133
2088,2682540000000000131072,3050855880306726906433860,2871078547003354626519711,2888406869675815339805022,2892394039683630263304255,2909160160250187327768267,67116794169926686981351,50787800785407376943215,47739603225708299111498,39745282192076290701808,84617181885588980,50000000000000000
2100,2795219999999999868928,3137002010687992159731431,2930808154445632699040574,2948663707268054654161012,2952909186781100715050276,2971258397051483375322828,67821730238744369596343,51433446092566720464107,48274274170378619769405,39937776043614491243512,71600316468510566,50000000000000000
2112,2781520000000000000000,3126528084647673803097737,2923655460638366416174795,2941569301353255635648766,2945183623504919321443748,2964280440445464732541944,68150712115456630999886,51611316760237316868350,48764345441955448588231,40046503603528284701591,61722286540845040,30878208117359000
2124,2912599999999999737856,3226741385769228222139079,2991789715094911072117961,3010247044562182325717713,3014777952038750070721153,3034537133395288344106764,68455992864694768496569,51885332706019890072149,48807969558094513277699,40165224816858575071191,38580104888969506,46666666676059343
2136,2899760000000000000000,3216924947056984261063657,2985242374040061715845564,3003810229041357273091924,3008916585043805849781852,3028484387229391400429664,69137445376324991189205,52281550223000119421705,49487595185282735654714,40385531285464929400570,55874995167370046,31828358420982096
2148,2942749999999999803392,3249791668259420479528083,3007327746903999453510822,3026126630094724233016316,3031327474278451631978860,3051113924053537502846833,69429601332115841433970,52504028267850349955399,49667387365141980170549,40539866090071040859036,0,32385479576535420
2160,3039889999999999672320,3324057155526334535395594,3056594670056708509594798,3075796241558514036861928,3081065727538815694254971,3101482387132874804307117,69617555901564242815908,52617340274688781081729,49795095778933842519555,40641624367313338909817,72504582078561980,34008151841462006
2172,3256809999999999934464,3489896866231917380476186,3163818927678865433379648,3183880752172858939878689,3189637079401642102124964,3212210909045934435017794,70123946134058793243364,53083433160101796698242,50484000652126738653699,41044860646834406842360,68238347034969073,50000000000000000
2184,3515320000000000262144,3687532969931425406429061,3287048715167026563171062,3308098167526537571914739,3315257329786175068173951,3340646655852526303795790,70903700487592393086497,53659662369461664597217,51411041137190627979841,41575851484956509873902,93856695217253180,50000000000000000
2196,3409190000000000065536,3606394446525645129294015,3237098862419254465622805,3257977309468749747338247,3264163134478603892196716,3288927470967723854210514,71393532016430808758952,54038269372593631073786,51469666139566734855779,41642732971599810822787,68194406323086073,29297366298648973
2208,3508969999999999934464,3682678266985730765495565,3284158641744091001771727,3305407767034009671202299,3312033935271848802296529,3337361721948158403872807,71538360546280459412970,54131155260956191848939,51537137462479948697417,41671498990466906285558,75292054221394753,36966286528593306
2220,3880889999999999934464,3967018600775230553230245,3453984517167110927805586,3477039997617774074258419,3484731181575723441497893,3512565553311332171030613,80461669170719550966220,62277351505954717568272,54396778667939571698534,46089048079673251336433,93333333342727240,46666666671313280
2232,3954599999999999737856,4023371380952750611606948,3486686845856433375909740,3510147211671431459945741,3518145073554046056952504,3546267901642501664108184,81089301746853932376110,62694982540003420530667,54468949892167676078077,46146548964642791339143,84554254511204600,50000000000000000
2244,3940489999999999934464,4012584001651364863106254,3480498881923534675572572,3503984495558639673358012,3511844180642139031240377,3539971480189239290494424,81329699746193196436175,62773662514623804391945,54552662721890600557625,46183695527503668280398,42340581356834426,29524481323455173
2256,4023139999999999868928,4075771591960314698292145,3516860536872089674271431,3540736423006395972296298,3548397908184596721482604,3577208875019032839962411,81947588945402963205173,63199132393036187955397,55158988030787523698265,46486029722894235806436,44687940582076293,22295453126755400
2268,3957530000000000458752,4025611424989106935643771,3488108229877083282332738,3511896608043397448210293,3519451217854916403998098,3547908372782360635833092,82339769245188029126749,63402582077583861798062,55384345326750125922978,46651134684971475157888,0,0
2280,3691300000000000393216,3822073225739867632216015,3368816630437740147491322,3392071096575791950977234,3399344745111908985619824,3427460921268532428373713,83989285026829418625066,64724361797264343516304,56692127951192745016094,47109510060660642800206,0,46574447922341086
2292,3595859999999999868928,3749107422726126139493572,3325058342396129547073296,3348289625525167991033118,3355235043252605494805223,3384401645124103173547685,85236103431123350607737,65684377116774355529810,56945374015841042610419,47363262787031988503459,0,13606722708942420
2304,3292150000000000065536,3516915008295045202166331,3181644514947290619100466,3204284384083068818864821,3212562472932937436572073,3241427608109403394376504,87693543510532938705149,67761182096153530324924,57160693572577340218290,48681479823210062391619,87492526935123840,37533871620301590
2316,3405719999999999737856,3603741561608862809030661,3236126532747235822856381,3259424890748724244676177,3266097862060357912923808,3297525569425536763471741,89093645580867262437088,69094351914618584470205,57646511349769102584141,49294476904868587212206,0,0
2328,3387820000000000131072,3590056650943038533426345,3227664460877561487936908,3251096301679804109172120,3257675309301348051771686,3289002732687715726828178,89677268748781702762016,69562740741818592261658,58019285971301076916463,49629731941119296283385,0,0
2340,3630849999999999672320,3775857982737144425013593,3341485778525683213768470,3365923309209167741158879,3372789338984490362260847,3406178637940645993784963,90646108090193506347643,70328610137337977699227,58658913945328774971784,49870638272275979119663,13744279262459993,30289477036365706
2352,3575969999999999672320,3733901116963940098677189,3316189923518319730060269,3340584046296046378289975,3347174311393146795978638,3379869423152364144061867,91210433077485544205151,70650037492438162014203,58980828975898044998797,50080353580189130314213,0,43229531486619226
2364,3561830000000000065536,3723090802058094102701966,3309666384440375430561308,3334096092578945635675915,3340653692136201660255852,3373261548599464516632568,91535772677262933292303,70826990034089745511336,59196787389379965432342,50283976475563601136509,0,30810007700684593
2376,3539090000000000196608,3705705613871460043228433,3299133748915914914482162,3323633059162154937445146,3330145566775952021446993,3362603465187289813066972,92060627857975493524497,71267755157127072129853,59648374127835730210925,50644596980281383993396,0,0
2388,3320179999999999868928,3538344508069514864787344,3195541488684913414272385,3219539200752523182755458,3225741133836862287725983,3257281337791448992756935,93432570299299461657219,72399727719853206105887,60556794475997171369483,51446706469181734476905,50014181860018153,15244667510633583
2400,3243889999999999672320,3480019265907760580156039,3158657326578848106884239,3182517691362641294894646,3188559767700560974073888,3219988194935963332742606,93776786540736344141916,72625123644519439451272,60725478136260016804423,51539933694905829815897,50000000000000000,33219044756712896
2412,3391229999999999803392,3592663664650882574198800,3229630543844674604700718,3254118292259345765141330,3260274406254941225809235,3292059450468756311573559,94176471958516180817111,72870764034125096049506,60986581727513031377327,51612492601834069947565,0,0
2424,3633010000000000196608,3777509346258825725873501,3342845292016249339549243,3368417399247946644484132,3374678757009236986551573,3408975077578805877829055,95639088195936674150012,74098106242057760926037,62068621728325595920323,52028933853757705532124,52377925777022846,26902592385186340
2436,3522849999999999672320,3693289806652862032058229,3291830298691408394249897,3317193820019821827151805,3323310375361077078292513,3356550482215747491003119,96347226109345937905258,74644378818545000604717,62428823696360366872891,52181036062720488132328,0,0
2448,3269820000000000131072,3499843273369472526298618,3171477548897109734946763,3196150131070912676488060,3202026062259186073375152,3235174165701764968461429,98839821763753418914324,76904849457032364103270,64654956130606633315075,52595640225364382125476,7038418205069040,30998862403927923
2460,3233600000000000000000,3472152353575279885844345,3153962091558013626267686,3178889435085678365587210,3184453462012431544438027,3219420795257726613325432,101750033479028651105981,79306119018325305744428,65925021529991752401040,54212299115892019336257,0,0
2472,3041590000000000065536,3325356839779513311012175,3058946660432998048240134,3083340299149467879265198,3088737070487433719604057,3123145128061066660750096,102539241973717520346668,79972084547708849265959,66592251382622039678026,54623172296524579961990,0,24997512813472790
2484,3104849999999999672320,3373720384400731179526142,3090668549531383783710153,3115595084917097961409149,3121048292643578764887283,3155962011650667867018092,104027356597144313615935,81112278620870070040264,67734541919546900098205,55429949998711171357862,0,0
2496,3169630000000000327680,3423245999648321648309691,3122788256917015169004554,3148083718260463041131812,3153593729459910520725994,3188863754956738013072140,104466736197757788527074,81333291756072081797045,67955884075043635340860,55675377978967311488020,0,50000000000000000
2508,3180780000000000131072,3431770399308880987111229,3128308656325223960706727,3153720215938931588544333,3159234409618452423120433,3194516884661327707400549,104671011549257582320480,81429954673131386130686,68061800327058925198004,55750388762471043991178,0,15705652114671093
2520,3110809999999999934464,3378276924488347748453473,3093753347650146569516331,3119050407292062469007557,3124468273021641115636179,3159259427225622050952978,105312053382536928511718,81942429963048146479247,68584295316445877514647,55936589593080001481043,0,50000000000000000
2532,3122929999999999672320,3387542908693365028799888,3099795970930170062720190,3125176893335612109344121,3130603321971283194385064,3165458215553103835991360,105396199771511780866622,81980077479376796978924,68623783926629502782590,55990611160944527400559,0,7545981900624453
2544,3159200000000000000000,3415272054494997237049717,3117802873448478219952532,3143549528179313895411512,3148942480164459479455443,3183969681632575420057075,106208522209853941128047,82743064874669678194801,69470803991632469882468,56385807132879597278090,0,0
2556,2902189999999999803392,3218782731018880660683684,2988376406179795783571671,3013386955552571690888691,3018900014206344381573918,3052485648229548352088611,108623079731528647239561,84858880182629117737035,70487468328609029075377,57471918125009068479637,54788057872667586,44076460405849156
2568,2979379999999999868928,3277796041314675333261723,3027908952694876553481760,3053369860406225894626951,3058411248291384051884246,3092527062904976784979313,109146152527044073075673,85149369318241335817985,70785176218804746143801,57520712156610583406006,0,19823815944683783
2580,3137600000000000000000,3398758419278146144486225,3107317575541977997872277,3133594241189168276590858,3138743109572759296722763,3173771018161873219079381,109825001482522209927784,85658833969328088429764,71351309942735299014650,57958737623862032587803,0,19948340541852536
2592,3063409999999999672320,3342038669429136652536123,3070398429672826823774785,3096469736191559799436962,3101546318211305684447080,3136088011464088254345610,110108760080402823135940,85873324404310478338376,71571759881973119712224,58460699054494132523450,0,0
2604,2975980000000000131072,3275196672808317608664372,3026303457388720327753546,3052062585299129800160296,3057061342866842086606394,3091082609433913715137696,110387492934565549945899,85992907287317610841673,71710520694201598542357,58657090006356646118289,0,46666666674223526
2616,2902400000000000000000,3218943280250157288542605,2988700798185808463181707,3014259774199545118795640,3019145324865473379818189,3052732916039335675418793,111138287547422276252366,86519531282643483371547,72303428668808941183941,59249051819008635923565,66666666677307980,33333335304430473
2628,2964760000000000262144,3266618756737340674082463,3020674910745161997575555,3046590728366762572135981,3051470335577490648578508,3085400700825841764637722,111460893012664201740054,86683342472072239616427,72526623908042449165339,59447971768587693186417,0,0
2640,2898530000000000196608,3215984587273800208024895,2986770959697631801661137,3012456175958729793996411,3017265946852544435923219,3050799667495080597761004,111552161245521184941640,86733433933362352007979,72586759933366885104829,59500046603401909283601,0,0
2652,3030860000000000131072,3317153538581513199093978,3054238354992288192210605,3080675996194475249540673,3085559939274454272986762,3119747701040790725178716,112230171379699374943604,87270757128870534866751,73149461130894382560130,59926658623561314070874,0,43378518687498523
2664,3103329999999999672320,3372558313774363281359676,3090579135043239127451759,3117415857538094431560418,3122340158263377705985659,3157301145807148582729585,112646581801304758958264,87564038090291604328264,73439791373269598286010,59977174687586681497325,0,23060176056214550
2676,3776480000000000000000,3887195052025597309854800,3409450034309066318419137,3439552334184126636529081,3448279293063713580971533,3490921287486129658631924,119094047035286940085454,93677632194794897614865,77602564486908293075480,63472480801382259445224,75141964574302440,50000000000000000
2688,3916849999999999672320,3994510745330699277667794,3472305711901209003064310,3503191615899920799794005,3513809498072709751613693,3556608431176948926247771,120006690432143540974593,94351554454789478514075,78416063378572834428351,63765728806721308656499,100000000000000000,50000000000000000
2700,3738800000000000000000,3858387932813973032931779,3392520818030043730915096,3422839282374352379285552,3431395321390146740662420,3473867521139771600944675,120829805235295765152718,94922438228453533054006,78543056042717208440328,63841998624901853539459,80789890977108193,4398026889399146
2712,3897159999999999737856,3979457343598293257668017,3463668149930131449659947,3494755424931460892562553,3504366849948226728059254,3547173475587139372236284,121282851405244435972152,95199148173390913272669,78601461504326744158311,63967066200714570060898,48745849224120226,29206082072456103
2724,3806219999999999606784,3909931881254734270021814,3423070788708168126605840,3453924332147277866941137,3462861158321680930798786,3505598485922159382049337,121898639231224902590484,95472802011504222263908,78893744675155481467642,64044654202805993753998,12966626744897606,0
2736,3800800000000000000000,3905788182047538949922835,3420678392611583048528761,3451641063402029629174145,3460536766907956589377620,3503206996416709522428712,122310211256538086604280,95725243854269728735543,79208606747172519025187,64367042866839886290545,0,0
2748,3802400000000000000000,3907011414285831746297790,3421429031513680669773775,3452442624081074798918481,3461342289956533697253662,3504022534691133724337955,122491366110793400825176,95782802476449261490443,79282952760631620226235,64448410717857573888746,0,0
2760,3763680000000000000000,3877409194119319254025141,3403987956481712329848720,3434886092121063561488060,3443723255817305061900399,3486185543308386696283733,122564574767064583174331,95812969267721931852140,79337176091275239835245,64503198633033667218272,0,0
2772,3848550000000000065536,3942294019158875166362631,3442184026983400727799596,3473495627279271758772543,3482394672390587120557584,3525333217357292146893041,122810656674642840984538,95965682029638433445934,79546857299441776726037,64715117416735123092176,0,18722996366829670
2784,3682390000000000065536,3815261351212914220785204,3367099395376215041899012,3397858361056568618379821,3406502953628863303106611,3448502282437078643309717,123374981510655749001262,96467801820855117774820,80063870793096482908850,65236337659674085704959,0,31576008969076813
2796,3674429999999999803392,3809175770827446210797443,3363484728415133144987959,3394249750088916179387603,3402862760208601585332442,3444817246550568497552217,123487526146863326302294,96512904443346116945151,80136018860734309340715,65254455112305713080814,0,5675071802362190
2808,3531580000000000131072,3699964067553005601473303,3297510906009735036396893,3327874771426960359587237,3336162028644362800565622,3377489927695791332439817,124218641918072095751309,97133309001230180787876,80485909836863813660313,65500765837782123256792,50066486900811413,21668789452166863
2820,3512080000000000000000,3685055924648896885124395,3288450368545257619321859,3318908238755484499986216,3327137385749468599347463,3368346594701332340089209,124976439617784628386856,97698502342506036951052,81002821342811465404375,65679432706969966370416,0,20784639692443513
2832,3552800000000000000000,3716187185113266403691074,3307501335208855144701525,3338274460148988451281257,3346548229371817221028158,3388080527072518599289845,125395951535542290950973,97998346105321817204189,81305777678560037127010,65742484848684018461585,0,0
2844,3413369999999999934464,3609590140748164052797456,3242003160328842278573614,3272354515568597033771180,3280447857789521545114444,3321375757938477842260250,125923645948759025083504,98389006565059679517452,81709387037745257578119,65881369216653823598019,0,43644314335928593
2856,3597179999999999606784,3750116589322713098774476,3328192505140119484954361,3359465971234476398598877,3367770227459209062777581,3409523900156506280730184,126358976408696503640135,98741849080057005986899,82067265806950015540248,66079746084525041848001,0,46666666673410030
2868,3491580000000000131072,3669383261595867219786530,3279023094331764604493230,3309948320133658253156806,3318122208484673917991345,3359239188913284430264451,126856026487543993187149,99046193038419957739045,82397295275511557225403,66420640028915406645977,0,0
2880,3319409999999999672320,3537755827554842174766816,3197192721138345535172441,3227458302355854003595536,3235756764131238392988999,3276023415280285631929486,127117145015532486616411,99280719267327571355644,82499697169885529564586,66615858372026487073198,36666666679748260,50000000000000000
2892,3380979999999999868928,3584827333124366532164678,3226745230088467002134197,3257406593605208866449432,3265472175942220678779171,3306103225411618200319550,127446440009759219808410,99537164993095588565903,82630502901823909947809,66629123735843091272027,0,5827839722634136
2904,3448510000000000327680,3636455378781509033212992,3258853665529831877813815,3289905117792406232183619,3298031716062446637822842,3339028557622661331469073,127796551982850369583944,99696113142167123598239,82851939584882531030812,66805430255207212387034,0,0
2916,3383600000000000000000,3586830375914562396907843,3228068387762991956476567,3258875669867870713038252,3266916090532311206843122,3307517558309412742719337,127975480938158595051298,99772299403357284797428,82958866102205453695617,66923052280684787860019,0,0
2928,3447789999999999803392,3635904924274281379923324,3258578155349055569809935,3289769653823882555126111,3297835739109210984724764,3338811840100588829580840,128252130565592261418384,99976552619346172904886,83180931191311325964196,67083817259364820987927,0,0
2940,3157200000000000000000,3413743014197143924785709,3118290727362574059134469,3148336278960809511100572,3156291342698013729322301,3196487268983980466735715,128926437539850536795666,100477707682007238101195,84075701984951399634049,67359382170130022741773,59313660689646740,50000000000000000
2952,3006010000000000458752,3298155212880642810334454,3042771719420881222082091,3072336323369508267007743,3081508783537291053811150,3121824113158536264957771,130164009686683611713274,101732304413874502202891,84123390291134328962400,68399170780250684779728,64894515767615493,13578637808225840
2964,3053190000000000065536,3334225273507084792557141,3066627139051727488622862,3096681477452456603489151,3105543888041161401035058,3146608459462224854769943,131401139119182294007664,102844933596462367282888,84160800979489266155098,68914606854236886447713,49577721529468773,0
2976,3102400000000000000000,3371847310035861286344708,3091285739050721521816276,3121701391026759177075493,3130413063306419020214365,3172029481753189580265598,131947673421280682562082,103181155640601635377718,84286768571933234988071,69269451908487888016076,0,0
2988,3070000000000000000000,3347076857210574084995147,3075133018645960931322892,3105490176776153418769650,3114112949125318723717956,3155537243481617132961509,132076226815771158386287,103284407301684809814269,84397977327861647654865,69381661836988559401511,0,0
3000,3203800000000000262144,3449369653137213544683213,3141463379611892307713415,3172558640685644763464086,3181336176608010606652043,3223653595940221422624764,132346969744817149023557,103420124741609495630453,84574462412074573113918,69626439873227022042220,50000000000000000,50000000000000000
3012,3421190000000000065536,3615568688312787187378602,3246357967806747253581389,3278731653240500517160411,3288546591928990983367603,3333298100540238052923754,133372907117352384415386,104308277376125935775059,84779529470176625092889,69855329368540195147244,59161915340628713,36970215445457800
3024,3459079999999999737856,3644536356755688796865536,3264329701458140491286617,3297017208300168102904750,3306561077752716276783916,3352263591597621209164642,133716478975681688057385,104542527430341254546957,85325865889890110618363,70011325246995402830330,75339801053874313,50000000000000000
3036,3486809999999999934464,3665736500485472647621736,3277432179721112364385653,3310379977360439275879683,3319825257706899613625959,3365907986996683599755943,134158857090143585958520,104849523330565812996414,85485139169206163866185,70076998193233550593846,50000000000000000,23850609939280170
3048,3500499999999999868928,3676202781324302168887932,3283896297002815195332467,3316962569044805516098991,3326414806418742675756913,3372785432013905747959737,134365820315326008521522,104935049280000436749144,85628363008464081986912,70118406435518457347147,0,11870428441837950
3060,3460099999999999868928,3645316167307593033860708,3264940562756323726308748,3297923487289263737550429,3307298210911211106024532,3353254438984093484917306,134834243237144821909110,105138701591063066191913,85870039757944250248238,70433105296459815808682,0,0
3072,3246409999999999934464,3481945856683054934359531,3162581276648239595570593,3194802172418773454046233,3204482006903853455574062,3249295721349614265418421,136351168008832096263281,106591054738057781774215,86233296484084684468106,70731372285144750286511,48854849254193826,23756120234715466
3084,3256510000000000327680,3489667510187236562504046,3167527784811453636838667,3199862777235928838398834,3209476868462366201050200,3254384472529950025923835,136498394676976656437637,106630758769029075840859,86331254211214493098308,70808107517002160535863,4976171128566140,16062621318673470
3096,3334699999999999606784,3549445340631953960496280,3205369312971649717819242,3238205994333234131549582,3247888351903151471700645,3293281097405435250984795,136983258984905231462984,106969327350984744061608,86702355647179079070595,71085014518122340198141,0,0
3108,3186950000000000065536,3436487488627764983867752,3133599989920051949503250,3165839488502540900605604,3175263335009911751181193,3219736475661751742237535,137397695105049833069856,107301979496068962990375,87038717363263733392381,71305763271012463259190,38281941828677306,30019221486862856
3120,2995200000000000000000,3289890750070720749216748,3037924548823918247732244,3069377470599679385996458,3078597979875935064489752,3123011750499447914869651,138401717594521109118476,108113188036195122883933,87786496733593606595124,71830957252189466597928,51175482267536526,43307743717641970
