block,phase,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on,lp_vf,cum_lvr_vf,cum_noise_vf
269,0,4120920000000000262144,4125804447231584186805,4125805697020788098286,0,1,547386393057633007,8859576741357396478313919,8857311082780727298178240,48010133461555877104550,49532279883402185762047,339841542603089273983,8861054635317275362823459,46639219838115720623263,823350181826777407965
270,0,4094409999999999934464,4098901871073055306515,4098903020388025191927,0,1,55914072528295567,8831033581705160417102396,8828775222354106648378880,48074539355554229592927,49596674414048171795265,339841542603089273983,8832516519444539358879954,46695119521183967903729,824586283476748709382
271,0,4117300000000000393216,4121495105207468607080,4121496178569327314423,0,1,63645088433974926,8855684157351275960570571,8853419494017450158584257,48096741698841266234042,49618868300185032674631,339841542603089273983,8857177168256616179459624,46712471710557124311997,825684306960624777812
272,0,4112680000000000262144,4091040066448484378427,4091034552922378909623,0,1,43424535887263090,8850743950038153998160882,8848480565206582695850967,48101813514343651638272,49623940052238656831270,339841542603089273983,8852243676764499824831516,46715349871568124780614,831039598687576112066
273,0,4097079999999999737856,4112651177129596421767,4112655163943201471309,0,1,100332710033298699,8833927070829392985243270,8831667978967906662354561,48104216875993243297070,49626347191195920649499,339841542603089273983,8835429262478637779830632,46716262296185108063181,834839549742594156188
274,0,4040579999999999868928,4039666347204479441558,4039666113535949382237,0,1,13280390792394924,8772788597578946899909006,8770545132566448244026146,48446982165020419156181,49969062405243158853287,339841542603089273983,8774297316920041160918516,47042318160197790618299,835052099800441221738
275,0,3980360000000000262144,3982827974319739356056,3982828605714052643163,0,1,282805033412589099,8707169600321472517936487,8704942916238931297227441,48685058134022224263403,50207075629308059362384,339841542603089273983,8708684433190363645417937,47263870316748989012812,835758531470825643679
276,0,3998729999999999934464,4013851484173616155101,4013855355830428066183,0,2,436188559299524971,8727254085805235584266096,8725022273246133174654877,48702379323002503706148,50224391010891310585688,339841542603089273983,8728781899979859061943876,47276278831862759359183,840364480455664971512
277,0,4025800000000000262144,4029274053887313275326,4029274942725973805458,0,2,262279564272953128,8756729705542123303623128,8754490347657561882674350,48712050205551821186386,50234053146328995111713,339841542603089273983,8758267273043984693739276,47282425683692226937973,841390047929636888548
278,0,4012300000000000131072,4022238277443419986783,4022240821181668413608,0,2,179247537179289104,8742040970163368387069104,8739805371631153185690268,48731525004492753758266,50253524999792240544669,339841542603089273983,8743583204048534824864324,47297326797138663765581,844066716492794825195
279,0,3952189999999999803392,3961903634772395534461,3961906121000655457615,0,2,207207273630537540,8676309605227651657025442,8674090816098053505645487,49066278915205089735886,50588217398543252202974,339841542603089273983,8677859124906374829338986,47615593148320723577805,846401576741593014032
280,0,3906499999999999868928,3907773000066841111514,3907773325720924109753,0,2,411258318052211871,8626005415279647745761223,8623799487157091391248381,49280123929447660081586,50802026779832493065272,339841542603089273983,8627561407488024823606591,47814444244969135314674,846754771231734185536
281,0,3904050000000000196608,3892210166663791409719,3892207144982793682999,0,2,538465292127554500,8623309878469363051947468,8621104644700599392143474,49281103250000972493939,50803006021150301225299,339841542603089273983,8624870032484471154736975,47814444244969135314674,850287509221750066772
282,0,3935590000000000065536,3948103289347087841858,3948106492729755775643,0,2,570159305680888457,8658073686003336026081309,8655859562578438751903877,49414055911689042623100,50935943303822104383060,339841542603089273983,8659655336388965996798336,47935552397396900862120,853653298937720963457
283,0,3940489999999999934464,3933741183065493200079,3933739458967888200124,0,2,218440870940178631,8663454138718231917145933,8661238635402859246399703,49418090570072969227002,50939980322254124116774,339841542603089273983,8665041064694897761766537,47937311573400589301030,855658517547803540827
284,0,3881379999999999868928,3879152459246895557352,3879151889697574534725,0,2,267763084513943616,8598226989217304903059463,8596028164993664266107769,49611083314590750733099,51132911091549946956569,339841542603089273983,8599816686614261483436821,48116264481965399098922,856260499546202045242
285,0,3774019999999999868928,3759957692479549400741,3759954105467127788936,0,2,430027426324955865,8478492914287584244456280,8476324717022933748714917,50411175498667306481754,51932790119242890147919,339841542603089273983,8480095707921879347318845,48885653033080282515421,860431553057782661578
286,0,3686179999999999868928,3697783556941869631119,3697786527411023144643,0,2,639769206329551796,8379239654204181393539676,8377096836714056224522307,50822508986419418503062,52343978823728046643616,339841542603089273983,8380858389307617964420036,49267590462908111124297,865216755873271678420
287,0,3804960000000000000000,3787321827491315830645,3787317331430144255580,0,2,707438555438007758,8513184117495245201195191,8511007052840056557485108,51691240959430714513698,53212439798746315948089,339841542603089273983,8514881877143153891206815,50090524403671977831705,872760866862938214380
288,0,3829270000000000065536,3825494957412168405513,3825493992487937875162,0,2,296351353607841331,8540314299735686293572373,8538130285872846785845081,51820767394057730912039,53341961023148096380183,339841542603089273983,8542039045925718946698258,50200399820625055716678,874550931787956092051
289,0,3831100000000000131072,3825224148547865170640,3825222647261925305660,0,2,158772224165155382,8542356231866766341500473,8540171696575877743687574,51823056333046625748132,53344250165325131793424,339841542603089273983,8544086540655940908817155,50200399820625055716678,877186684802328543478
290,0,3873400000000000262144,3868550096891349910990,3868548857474022981306,0,2,159512999465023653,8589384925541696035918403,8587188363179499018223667,51991237477239667854758,53512398845862053088062,339841542603089273983,8591144957873069133882713,50350260470697912415414,879037572929645581465
291,0,3860219999999999606784,3851978135087807886768,3851976030234722397040,0,2,4554987337217315,8574762157116782401085872,8572569335876351334200395,51996217961197782442629,53517376576174415601487,339841542603089273983,8576525405130149282733561,50352099314974473741693,882132853270956775709
292,0,3884889999999999934464,3869712060716920370872,3869708189656591499308,0,2,55382642946363186,8602129997221804785778495,8599930183121109079248103,52074049508030193143603,53595198214712392534198,339841542603089273983,8603915226016860053632253,50418725858355220682192,887290001970864446585
293,0,3847090000000000196608,3842065359217521569995,3842064075197169951296,0,2,18345183138991598,8560163746216551470730427,8557974656658686283538407,52110832274461265741093,53631959027336833068728,339841542603089273983,8561948835743817589972825,50448492984202615751142,888849081071741037280
294,0,3860280000000000262144,3863517089889568343962,3863517918095810762743,0,2,97445452675354787,8574824652822124049592414,8572631813481456065115029,52134809133044908257242,53655933142023667495391,339841542603089273983,8576619204400926276019540,50467015113246415771121,889810763066041074092
295,0,3859600000000000000000,3858011288999987843790,3858010882740532434546,0,2,5827917798389318,8574068807560257323598235,8571876161219660292286929,52135911938436468757332,53657036131429641581513,339841542603089273983,8575864741854051766161291,50467020833542777186585,890254967907633637097
296,0,3876349999999999803392,3861275033976486824782,3861271189126977591766,0,2,21906942064444062,8592669783159596350111818,8590472388232728258607369,52160065870271885091729,53681184958829540300405,339841542603089273983,8594477773084059305024521,50486693724233575023874,893931708361145200445
297,0,3893750000000000065536,3907712489026462515944,3907716063763695204337,0,2,2620952411821235,8611930848960647524651150,8609728527117019280609746,52235576233114575101408,53756693962990325468876,339841542603089273983,8613752677962987392933237,50555341988970226330475,896845554077120492756
298,0,3879179999999999606784,3867611325050401648262,3867608372460458529686,0,2,236908254602517471,8595799099473535561439656,8593600900852106353138575,52293280922889015737780,53814398299561322945263,339841542603089273983,8597626951432378349201495,50606313826331078961359,899560060873691835079
299,0,3872960000000000000000,3883950235209360147144,3883953048452942794818,0,2,4511233205335442,8588903990300829206510965,8586707554472950144704870,52295331394920476219516,53816450512651966580293,339841542603089273983,8590734453760161514397678,50607023760445546920666,902286691661757550635
300,0,3880189999999999803392,3882865477867745199377,3882866162360620975271,0,2,81668940809007075,8596908970851480110067365,8594710483764613505834398,52296339615747531290622,53817459983707339200411,339841542603089273983,8598742639044592921299189,50607159321944566417330,902906299909896893442
301,0,3906140000000000131072,3895290216252084673955,3895287446713144366293,0,2,74482923913446731,8625616172464145402416879,8623410348088120686933872,52334848430219706543997,53855956679099748282983,339841542603089273983,8627462717864504465000274,50641069317005361950657,905051774123093382723
302,0,3890499999999999868928,3883610382298104875274,3883608622307587554940,0,2,150427503625780181,8608325628126275530960457,8606124222925198220622061,52336477701822712148786,53857583652254333322639,339841542603089273983,8610170610848042388420136,50641821088596817427681,906312397853970462020
303,0,3853239999999999737856,3850286733449565887903,3850285978451997160631,0,2,54721536126679279,8567001999811324036471897,8564811160894368515252207,52402482571894221569047,53923564024929181526758,339841542603089273983,8568843791633039558158614,50702694622374594011703,906814617176688841557
304,0,3856099999999999868928,3848960075279140302992,3848958251456975209348,0,2,176555803464408979,8570183813557720678737804,8567992162514952752158981,52404920938568916755927,53926002401763002546013,339841542603089273983,8572028699118584866711635,50704048056061797771526,908141065598590188528
305,0,3906249999999999934464,3890137687886762945674,3890133579193568282936,0,2,184964081111460833,8625747702171842640401219,8623541849308416349371717,52640291950054858953169,54161328315585099712535,339841542603089273983,8627616241668677037134896,50930329136722897567963,910705265166095467880
306,0,3737040000000000000000,3750593588080701787483,3750597058164710476430,0,2,135663526975193366,8436851229396297293842587,8434693680675018307858490,54340454636368762194785,55860966793262493856343,339841542603089273983,8438709530896749057505723,52602715964524626578220,913300374361834905735
307,0,3714489999999999934464,3719123710687081890502,3719124896338443961026,0,2,457338207948830974,8411345796279303117283046,8409194763833647391612727,54438827294638033622500,55959333109755889107908,339841542603089273983,8413212108745495658065464,52689115875783437124205,914867931663432622103
308,0,3711680000000000000000,3697709427144044701971,3697705863632938448481,0,2,524687794834009955,8408176928856608969848058,8406026713587945524429846,54443045996092432417738,55963552074708784765965,339841542603089273983,8410049530420646727221427,52690907219363715953421,919427801225475312189
309,0,3589030000000000065536,3589594308336057428599,3589594452689205159296,0,2,567923288041396251,8268073943428716440602522,8265959549068353784693516,55362807059347938963741,56883018516848800227685,339841542603089273983,8269948649821729792308176,53577918012438726754284,919606113096235326953
310,0,3630969999999999934464,3634337314216115357990,3634338175759237647777,0,2,721228307796019429,8316243238495706734590377,8314116526246272486072632,55499345861835900737402,57019521444311564464288,339841542603089273983,8318147147596870148772461,53697379291755965336336,920969938148938719232
311,0,3603780000000000393216,3622391282716176839793,3622396049528794378923,0,2,465806040433595937,8285073816739333683690727,8282955089026859427634885,55573178753145316771874,57093339599152096350076,339841542603089273983,8286990579597182774099048,53758743758834740653579,928545292497113258606
312,0,3641969999999999672320,3650701975532354167638,3650704210469026297348,0,2,489494032881438822,8328835790556858149492634,8326705860609758784391121,55603429072165296509427,57123567418031644533659,339841542603089273983,8330772904339106704264672,53781911508712959141512,931681508529850733834
313,0,3493420000000000131072,3477341640138907833534,3477337541579732187279,0,2,325932175315728090,8157223519639439478564666,8155137484129226471393743,57580987429453211231958,59100675024552059363617,339841542603089273983,8159179906946613988843051,55706014272100126188859,937208337362786252783
314,0,3528599999999999737856,3538703544322979320952,3538706130610927152527,0,2,627038489368921183,8198180293981664753304384,8196083777792091832977333,57800419874699636052455,59320086696037671645694,339841542603089273983,8200179727997935640950690,55897335524713109686459,942588919246727410714
315,0,3506849999999999672320,3514930824653614704294,3514932892881036335108,0,2,368465239922294591,8172871844271668191262710,8170781798695835396320076,57883948695438467506496,59403607655851311136805,339841542603089273983,8174886839589373254503917,55963457675784208492144,947006288046176941160
316,0,3229350000000000065536,3243659958777644407340,3243663623246285554436,0,2,410907671108827934,7842859338700870168381207,7840853694241813108524620,64924629756384148570973,66442585971928269854028,339841542603089273983,7844939609633728266644134,62867327632822541641666,954681774761762724301
317,0,3286849999999999672320,3286276502003880168830,3286272020670646628467,15000000000000000,2,696672462157571007,7912359964647600818560498,7910331321873012336496177,65097676346223772495550,66615558757879269895240,345058013806797661062,7914490352965327673022610,63002885058470239619454,955175276607999025910
318,0,3335270000000000065536,3348190740316470689050,3348194057107473242287,22331709941078441,2,552666747229870116,7970441945340879618717694,7968398418135366187675530,65315862636053441654039,66833729309752127990955,345058013806797661062,7972636448595213937535276,63182933428292554068032,965151606370153984977
319,0,3331329999999999672320,3346350779262429311494,3329494752980439197025,9478923057201102,2,358668441602063172,7965748452269321060164184,7963675851200859982754321,65315862636053441654039,66859110894245116588546,349957313307570564155,7967925611956606843379123,63195444066308922082578,966542812701995588165
320,0,3322670000000000327680,3353787573515199054809,3330082359774958448758,7712754085096812,2,361432823649433362,7955454267040665966088962,7953322714219200185357125,65315862636053441654039,66863296579445441201170,381275617340125696883,7957576560408413468335716,63195444066308922082578,971537927145133485209
321,0,3398179999999999868928,3409954541193208590002,3409957578874074724208,4348569334571140,2,334111420413989360,8045267718380226273718261,8043194476674162390321015,65489755198848161788527,67275289336658235561730,381275617340125696883,8047541921623763303161801,63568772037886610805217,978131752094028222328
322,0,3455059999999999868928,3441350845428027616881,3441347322223878567835,0,2,133831220638690611,8112324530475424384087316,8110234010432571693949859,65664862320929329973381,67450327599620499754170,381275617340125696883,8114653098018933504742130,63717166736194962265041,986365188773854335595
323,0,3425030000000000065536,3432689720628320748217,3432691696133317814525,0,2,33140236286665409,8076982130321565235751092,8074900712279742473127157,65687678883851167089240,67473128458834672734641,381275617340125696883,8079313829367610031241086,63730909850072270360344,990623362140380875458
324,0,3432950000000000065536,3440257810458883910611,3440259695152745278700,0,2,60138830359933150,8086314824766951434917162,8084231001469296415601831,65687684694677351309453,67473134180309864829649,381275617340125696883,8088652431344681909571588,63730909850072270360344,993833543633553140610
325,0,3380329999999999934464,3384681968044691447065,3384683090187340290504,0,2,30551258605120476,8024099418367557040000348,8022031626344956836884499,65997429886514658593310,67782818859347963900666,381275617340125696883,8026446337832998600834812,64012936696438497943141,995700961383133794736
326,0,3399219999999999868928,3392022870313150170325,3392021018098227537887,0,2,219959268963796251,8046491220471060026737704,8044417659602330511063229,66015906820597795115351,67801288174343744381435,381275617340125696883,8048854307772995172581948,64024930802291806683157,998892204381311633925
327,0,3299760000000000000000,3304084505688386247491,3304085620756378476231,0,2,183763830426105258,7927895759511014399119541,7925852758981325746652161,66769539993678333896551,68554697299732357632034,381275617340125696883,7930261288702622890912981,64743223665249475413331,1000612438655606235425
328,0,3325250000000000196608,3316878580209860305176,3316876426434313400445,0,2,426475816685539269,7958462187958832542698431,7956411312907603471929312,66810101969464338683486,68595244536449653634111,381275617340125696883,7960850618278048784429908,64773806847174666815673,1004527188515922398433
329,0,3313960000000000262144,3303115428237522693373,3303112639760835814745,0,2,356647620181943720,7944944641732800100731211,7942897252362860889698746,66810871572398815345787,68596012806407900273533,381275617340125696883,7947334739945169793038328,64773806847174666815673,1009039885076945475952
330,0,3344140000000000131072,3338272846325473029349,3338271335974171162045,0,2,394184693855253488,7981032032525979766802395,7978975339603963734645160,66962871953043296537381,68747994803570955011302,381275617340125696883,7983450606420564965044982,64910395384676755984174,1011245802614932393146
331,0,3357010000000000196608,3357315001601230540163,3357315080221522315876,0,2,186761527843591072,7996371804015959364990852,7994311156487639197409099,66994185691071334274587,68779305533407339704648,381275617340125696883,7998802098148213485721762,64934781089792601474665,1011358653485476937677
332,0,3258780000000000131072,3256199963263363256691,3256199298617204916558,0,2,84757550593219436,7878512282219917468232679,7876482007146835685274129,67868090304727859155910,69652986317423941784239,381275617340125696883,7880941323366338619745159,65775166366106682764650,1012246386630501353532
333,0,3295360000000000000000,3287196981512771947769,3287194881290297023167,0,2,407093923801653629,7922612741244619226847694,7920571104399457057708555,68009619643045723541769,69794484015813378783101,381275617340125696883,7925076840392048477922049,65898783571523807670993,1015951630450604630408
334,0,3442360000000000262144,3458503104909234455459,3458507270892672659011,0,2,247016828195130481,8097407448291051395443378,8095320775500862699917864,70162854994142215875064,71947224126324947191499,381275617340125696883,8099998978101572154656818,67986491568314973574164,1022576708452189916526
335,0,3434400000000000000000,3425820523492758252940,3425818316156696401788,0,2,273993990149951232,8088024135575218661345252,8085939872695410083365272,70212304017791698892470,71996677438069249262783,381275617340125696883,8090632804416587036632441,68020972801849071671345,1027827106586556054641
336,0,3452610000000000196608,3460647752462048047558,3460649825511929932721,0,2,166799869499647786,8109437234158877050344967,8107347452735772038036369,70273809681978497885564,72058177425370803183868,381275617340125696883,8112072632925506588876245,68067149671024867022575,1032363851679243567889
337,0,3446690000000000196608,3432967047288061424595,3432963520574080131997,0,2,246280639894747192,8102492492034076202496793,8100404505732888338547340,70290352089158819868940,72074720472654687136537,381275617340125696883,8105140389401515051499979,68076223093804362201227,1039665679500834752822
338,0,3411989999999999541248,3408023166933517608288,3408022145317800635590,0,2,144316734580904349,8061588193177215894063274,8059510740226443301850478,70328208624060242906336,72112554566185027087429,381275617340125696883,8064235113529089089324662,68103765818409905094066,1041629358660858959240
339,0,3376499999999999868928,3388681648070548426918,3388684790891522321660,0,2,52339167014000519,8019563717013599095441780,8017497099671201440748859,70414774773204221278010,72199092823987463105551,381275617340125696883,8022216916910731026113672,68175968523734410083597,1047243921930562371337
340,0,3388809999999999934464,3381295542458021149564,3381293608722917301692,0,2,19986922625747522,8034161152152388757898231,8032090768937006906844780,70414776213915966427060,72199094194653987212180,381275617340125696883,8036822492811471891548089,68175968523734410083597,1050561579047949332224
341,0,3401030000000000065536,3393034661990174155463,3393032604713999734070,0,2,49453443305390971,8048634266963997400797352,8046560154380073395457632,70448847441210368318523,72233163337069507681822,381275617340125696883,8051310501716460110707487,68203150723377958228983,1053505733471512584072
342,0,3375239999999999737856,3363828677932118224982,3363825743965990209429,0,2,6373316896592194,8018065753779929773491727,8015999521684193691432972,70476559244262718407961,72260861610044425198414,381275617340125696883,8020741462939190977255231,68224990792168842950977,1057268954860556930178
343,0,3422899999999999868928,3432515999767947127520,3432518480167651799894,0,2,129514813401885287,8074473139610992137766621,8072392369626621696219820,70782432042127206536472,72566686228546381693461,381275617340125696883,8077189942089642353693201,68511661258721562935696,1060334841452808643213
344,0,3428400000000000000000,3434971045449722460527,3434972740041281649146,0,2,176403017883254715,8080953420765779531320436,8078870978643642025732088,70783886224931718986893,72568141788286032032645,381275617340125696883,8083676442095917647474492,68511661258721562935696,1062798728966271820983
345,0,3515639999999999737856,3516164601642909821588,3516164736871498566982,0,2,185581844255207657,8183118890391989229215290,8181010118555253838998570,71335074062913750615300,73119164164211531768519,381275617340125696883,8185902412441504961831087,69037170997625174113481,1062964183855967463076
346,0,3579859999999999868928,3593703673857280607370,3593707245705415427599,0,1,429849827832238034,8257536295310960231781713,8255408354178217021163934,71667757992860711690189,73451760937229896696350,381275617340125696883,8260374919927120457633649,69345646001643029247630,1068192530484298631110
347,0,3583079999999999737856,3575878799513910702399,3575876946101537487799,0,1,571138647689807228,8261237986801231813688634,8259109085985689498462672,71676809176562598841487,73460815865216669849217,381275617340125696883,8264085639578771501689831,69350069729263773441135,1071302122634469975350
348,0,3627489999999999672320,3615603766684484540976,3615600710374153820767,0,1,473228656280749042,8312283710844301691845093,8310141659268600440681774,71890174147006477011186,73674141282990724835586,381275617340125696883,8315173832323002221105265,69543227065313359426461,1075960536270483938506
349,0,3609120000000000000000,3608108809399555727662,3608108548805567414238,0,1,547017546725525329,8291198764132388867782830,8289062140378676951198184,71893513019640718440166,73677476151829561334145,381275617340125696883,8294084426308869970161719,69544058254098107013109,1076350830194365277550
350,0,3610089999999999934464,3617996206879168857124,3617998245931422806216,0,1,500569717806853401,8292317754624735853217880,8290180845023287521984013,71893825368945154144982,73677788502818176769520,381275617340125696883,8295204301555825618473822,69544058254098107013109,1076534566078962626921
351,0,3519110000000000065536,3506808890978269853767,3506805728511903056869,0,1,522798818788611972,8187168862803114780729488,8185059053748139611986807,72679771422423438273933,74463563980023926289302,381275617340125696883,8190053324271694238916021,70270727335198079211439,1080191951307094276096
352,0,3558280000000000262144,3575253202330250408805,3575257582621121566281,0,1,46621513576110528,8232617736127433855904507,8230496220532572786236330,72898253493718377318873,74682016787284446133974,381275617340125696883,8235546068272365447916525,70468013818361269617738,1086988227785456705154
353,0,3567270000000000065536,3569720940134734863148,3569721572007960112152,0,1,177458436323332620,8242988189244966391789368,8240863989459564649802045,72903402293645567301638,74687169904329649938613,381275617340125696883,8245924868269372912514578,70469629130654931403176,1088067157149558032533
354,0,3605650000000000196608,3612788868522404579893,3612790709577582591645,0,1,154168165577632377,8287215977229834483193631,8285080381877666996569468,73007296088128878623129,74791033253925492497880,381275617340125696883,8290184782184330787421514,70559870939371109452647,1090755303671916300314
355,0,3544189999999999803392,3535968362211951117059,3535966246657207311368,0,1,283323908438517619,8216284179673765702842567,8214166864056531306454166,73384737478921257694157,75168397440714538566293,381275617340125696883,8219256739762381258962566,70911244617974981805761,1093883164222733695958
356,0,3574390000000000065536,3572649857596257048206,3572649409213606371275,0,1,29220503870160062,8251210035851908264337968,8249083717190159423818558,73505203873358029471364,75288846126269513174871,381275617340125696883,8254212632664861221336259,71014969002262213477865,1094637429247426780585
357,0,3481309999999999803392,3498418492165318664137,3498422907528960398878,0,1,95255299586658929,8143091498191438154706371,8140993053908638876914526,74187962702089582617917,75971422393975153868332,381275617340125696883,8146099895659723901354086,71659898699650982998817,1101904115962790903199
358,0,3456659999999999868928,3451123367565018135517,3451121942134496362365,0,1,150618851285681518,8114189251054506456277182,8112098243566324425511646,74334218228520710090029,76117670968346099676944,381275617340125696883,8117208758260914839805499,71787062569934790789471,1104463883983009055769
359,0,3416880000000000000000,3408087197741441077019,3408084935648763645862,0,1,274782726552190834,8067368313683101253158016,8065289373954032227812995,74434495281588863451960,76217913875657743307215,381275617340125696883,8070390361914966068962738,71871626099816851134863,1108538538111159375056
360,0,3438310000000000065536,3449590270890522538042,3449593180922501469522,0,2,374031365618439581,8092631381655048663299719,8090545933829173708040820,74513346935061646714120,76296757062559318175811,381275617340125696883,8095681915757689834004792,71936526999127748133859,1113656569112523851364
361,0,3428540000000000131072,3429211570337036701929,3429211743452331889601,0,2,189325181749096790,8081114748514556957032457,8079032262930420986186562,74551192841440434174964,76334603645995139330662,381275617340125696883,8084170723240976623717848,71964874764950135653331,1113960095448044267085
362,0,3549780000000000393216,3537441492545087638038,3537438320417060196482,0,2,247573874924797074,8222768025799495964176663,8220649042873220244547256,75778537319809713948964,77561628255104124793231,381275617340125696883,8225932001356543534575591,73143172118618615589578,1119039446028853042181
363,0,3427920000000000000000,3442660156872393100275,3442663960434480978299,0,2,135619923447790309,8080402598634877818976462,8078320306125523154468669,76777602745134158330070,78560379265429937345997,381275617340125696883,8083573487149105852433771,74087797254176597475393,1126575139068394789951
364,0,3407900000000000131072,3420838602880128899506,3420841941149635364346,0,2,136960000063908908,8056768074271521229923560,8054691870199636511645560,76881319700562988233075,78664092071937198350066,381275617340125696883,8059956601323696102245463,74172108602552200269791,1133927454387024028027
365,0,3414979999999999868928,3406047865089246752164,3406045567223965928761,0,2,190480834829082016,8065125241700426174634257,8063046880119355065311503,76884281720990556135080,78667056701812955076702,381275617340125696883,8068324669185304799704355,74172108602552200269791,1138516057128821122487
366,1,3452800000000000000000,3462002492366913946498,3462004866019189040787,0,2,228821042171908291,8109662066066972382453511,8107572227580945601452928,77072684830414766566013,78855429902726551241697,381275617340125696883,8112904777755424431409310,74339062198349865649146,1142674618066422870525
367,1,3538199999999999737856,3543819263854031694979,3543820712874089777081,0,2,15946574372998774,8209335163077535887412619,8207219636684422380860360,77559066025993482213065,79341655131927976463413,381275617340125696883,8212655935116704713881105,74790375775783575455664,1145248163320331631698
368,1,3501159999999999737856,3517370396621974819058,3517374579909181199121,0,2,213755322799481139,8166271199814979434667922,8164166780794155761190817,77708783283472627731192,79491343914832758746935,381275617340125696883,8169604544500765175172158,74918243034128457221548,1153546898727901869734
369,1,3387000000000000262144,3389787902601686354128,3389788621371134197507,0,2,118348349396971561,8032011031511765330601348,8029941200178454822968880,79141037883385843548566,80923319608068017708859,381275617340125696883,8035351889115849069902739,76290222441531425573249,1154910708706714136060
370,1,3197059999999999868928,3183643937761559225012,3183640490474776117279,0,2,231945177224905637,7803564325053366205373182,7801553372468734611613221,82483565036428593298280,84265009610626033664046,381275617340125696883,7806931180075078516907161,79522714494033265132866,1162873590267561275303
371,1,3230060000000000131072,3221303484403754031095,3221276696025367627755,5590738223585393,2,527575221489415504,7843754812452624998409397,7841703681666386552944778,82688977972638462123013,84470400339373530193495,411097493990096816098,7847156060127057687716299,79688106221581603271021,1170315332366480641767
372,1,3227329999999999672320,3233192781883933782152,3233194316123270444140,0,2,408065328258347392,7840435403853912152526800,7838385098470735466046043,82692401765425867963989,84473853763314014643401,411097493990096816098,7843844397019166666455719,79688106221581603271021,1174854438024168920960
373,1,3214349999999999803392,3203106096586446711007,3203103163211526078101,0,2,368602389017836525,7824661581650169800641112,7822615405777074212240290,82725816595721684716378,84507265279906283910928,411097493990096816098,7828084120485440791513528,79708724586690794382057,1182474451344892214134
374,1,3143409999999999672320,3147393793025302299868,3147394835406592576845,0,2,417355084482659641,7737825242851075108327262,7735801769583084221889594,83068141701190841876714,84849467546992246705139,411097493990096816098,7741249756422255562903176,80014078693147888965139,1185020032709660917816
375,1,3195079999999999737856,3186964936758271551260,3186947111787625127654,3864889622518161,2,502219845334891532,7801185485892395725468712,7799126257300072399342945,83288645358189378908052,85069903831050454909288,430289709906592277598,7804653899741332899627936,80204469625499191522143,1190140653506043452640
376,1,3206400000000000000000,3206926498307244590217,3206926637327882117046,0,2,338852754879697935,7814986570037516846685365,7812923670663109542289878,83324754251274311648212,85106069642505158859440,430289709906592277598,7818473006887946569756853,80229090474909904749518,1190453394765995919571
377,1,3110780000000000131072,3116852151900578472014,3116853755953982368613,0,2,258393207247798030,7697580513297879866527717,7695548607177622933351390,84216308011383243282743,85997390600523565047853,430289709906592277598,7701069380637749380317514,81069413450358919508590,1193815708196949848058
378,1,3177539999999999868928,3167252582953160743694,3167233183651133163545,3241198742862899,2,439276284038898422,7779767399743227771775339,7777693348973533217729443,84577935192099393719731,86358903026768502954903,450745902377540874330,7783316439925644819104017,81393652876732634119569,1200135890437289467612
379,1,3174729999999999934464,3189279775513898209435,3189283659961435746635,0,2,239081999018400840,7776336792352267785065810,7774263628352875052809787,84583340214537395339616,86364334715801097182910,450745902377540874330,7779897385454584101903730,81394591452157419546645,1208808882823362688402
380,1,3150480000000000000000,3137176216551447193051,3137172680057977507977,0,2,157261774862732838,7746577394776161719101919,7744512163057033549145974,84728419002365659541341,86509403691495208372505,450745902377540874330,7750152770273884201095711,81518486832208596698216,1216052370918532073377
381,1,3184340000000000393216,3180352128708860665252,3180351066256421542528,0,2,288610339911017441,7788078672417670115430537,7786002368017307344903230,84945185989328982006666,86726145632493825641348,450745902377540874330,7791701528696498194816190,81709042840653126233904,1218260912062501214217
382,1,3195989999999999541248,3211070865918068790010,3211074892290067520813,0,2,118430849728529363,7802332203707339657778185,7800252110006715981876391,84968650269928014636066,86749606852969222895349,450745902377540874330,7805978133787830053430268,81724137218590648223267,1226288302421779738710
383,1,3166460000000000131072,3180894713575343923737,3180898567280702929009,0,2,8264441612121275,7766201504491978143905401,7764131042436358358152577,85158657287851650871327,86939597267017805549935,450745902377540874330,7769860445310793944340266,81891567719025130398342,1233636911506623719880
384,1,3201110000000000065536,3204085807884562482060,3204086601632214781301,0,2,109614232331690671,7808558611790021271883193,7806476847063101779767297,85197830542618615296162,86978745100743854684796,450745902377540874330,7812248628458966643609191,81921022851296157176438,1235057670826281769011
385,1,3217900000000000131072,3221413643394035992271,3221414580638423436913,0,2,15665750596290957,7829010312396728892396094,7826923095409453689251710,85215943551997557796831,86996851195812665818670,450745902377540874330,7832717706312072631144237,81933020116425432509429,1236612486907181882908
386,1,3167480000000000262144,3178132079005790272337,3178134921996900074563,0,2,54276245548269809,7767443111073076248179007,7765372313138670174083574,85492726217954403477894,87273569607938346633323,450745902377540874330,7771147497733310152542051,82188072789263978071385,1240977548441875171202
387,1,3103489999999999672320,3109166376225183143339,3109167890644869100884,0,2,123761663907366520,7688575529103557530277257,7686525753180822871439328,86035583349455494380458,87816322869317960806753,450745902377540874330,7692275693608626842715238,82700328697702131673759,1243395781476591388218
388,1,3089360000000000000000,3074289160894324774269,3074285156650688602890,0,2,337302357124443708,7671072483653695352381199,7669027384553590353459519,86074745024517068092983,87855480072102834713520,450745902377540874330,7674780714974418775928706,82730194766168667732368,1250519156759955986823
