block,phase,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on,lp_vf,cum_lvr_vf,cum_noise_vf
895,2,2064539999999999868928,2058189548586021587158,2058167799828489200216,0,1,119889798570554355,6290789444019644581444071,6269268925105247933644636,174527860952746275034730,186447087615676795062503,2601132414994703326191,6280121315447213816085666,175662502074973810275740,2565470934024681848929
896,2,2026950000000000065536,2019336264281565066011,2019310202477053381304,0,1,147520982216311242,6233260396605775652494332,6211936706993128774661955,174710124265567474507504,186628476507785693120393,2601132414994703326191,6222711694551279531227820,175826956106307779310626,2569743763748555393114
897,2,2060739999999999868928,2055741860222023499872,2055724734396624248988,0,2,331502218775641757,6284994528938103902218994,6263493814847395168233423,175033755645791702857401,186951411070707178125649,2601132414994703326191,6274386393577141776746266,176124964256171876187626,2572778765846645947983
898,2,2130449999999999934464,2127456086049426194755,2127445819688381626549,0,2,75482290724396677,6390410602358674525506049,6368549242669662713593191,176051643665022133977038,187966290478495769238331,2601132414994703326191,6379672924854496317709861,177095228239058217965692,2574659158060217003470
899,2,2104080000000000000000,2107761168808971623284,2107773810728030914483,0,2,250074502113822985,6350739126845941311097275,6329013487676973396024068,176148549861697912997836,188062780819605458019806,2601132414994703326191,6340088162108064349926588,177174370263396060518765,2577422088609055633037
900,2,2063809999999999934464,2061277336619111299580,2061268650755825875172,0,2,139961892984362809,6289670890386521613497087,6268154155017542424108740,176497670518247914191472,188410905233909517061065,2601132414994703326191,6279154473560594256271050,177492770508821369790087,2579181906913600622276
901,2,2005720000000000000000,2008510803347054413788,2008520386701875849835,0,2,86917339801043335,6200521829608868237705776,6179310072193987569050299,177076291246765372482678,188987368667912048843575,2601132414994703326191,6190197558753170197000218,178029829673770115692952,2581306103567228277259
902,2,2001660000000000131072,1995483131452972037305,1995461977332978241101,0,2,282324575652250778,6194248968143866929276242,6173058710351842245408481,177085330162851564389474,188996401838642453138708,2601132414994703326191,6183945697912841860864197,178033370426022936988743,2586294684761785822287
903,2,2021779999999999868928,2017869930633174745566,2017856528047975577678,0,2,324972409798704064,6225297845223010413792879,6204001339637963874239135,177218710375592050396175,189129541114768319748609,2601132414994703326191,6214965012548029147802354,178147351268083365771474,2589158490974429527031
904,2,2017040000000000000000,2016703909317598912521,2016702755761068294963,0,2,183161916054478201,6217993163764624149159678,6196721627409830734372038,177218841909025707964186,189129667999514130260629,2601132414994703326191,6207672684916906544412943,178147351268083365771474,2589287362139039276572
905,2,2021790000000000065536,2025115594879803888599,2025127015382912260093,0,2,188456285211364552,6225312426577778072488277,6204015865533899514517113,177223778883254619992829,189134590319406015590168,2601132414994703326191,6214984260874114661281558,178148310587814491626385,2591240288064100227199
906,2,2008320000000000000000,2005278555165911930420,2005268126675647668157,0,2,126594175633962292,6204539655331203143439504,6183314155013701169155762,177277571865294980083823,189188271904261606072288,2601132414994703326191,6194256355570642273138486,178193229797452527741869,2592836018270681589445
907,2,1949790000000000065536,1942874850846377517158,1942851176552902919683,0,2,237084697033858713,6113467220523805914042690,6092553329660994577911159,177879327031224608108764,189787746223241572201461,2601132414994703326191,6103366725978266113593993,178765745836772924564250,2596370440811621342484
908,2,1952689999999999934464,1957979777785470450393,1957997948371577823435,0,2,483812145079083811,6118007875762373697476312,6097078423756428864318956,177898746378871685240386,189807192846451476286594,2601132414994703326191,6107909768500533751984642,178778689817394893001746,2599798286292650114456
909,2,1928779999999999868928,1926366671949848261742,1926358395501466798813,0,2,357306832880035281,6080431713200262401579015,6059630777757500687163614,178070342083335209551503,189978412834599659278607,2601132414994703326191,6070414705662963321842258,178932414577436796032728,2601259436427730425902
910,2,1951400000000000000000,1952010443128789184843,1952012538766274897171,0,2,469207665989894787,6115981160556541690179221,6095058604051036886076638,178197787301899482155204,190105506609458883754304,2601132414994703326191,6105921642311781463645071,179043899864279218131691,2601638261831437788157
911,2,1939900000000000131072,1933902056677141465469,1933881515421321500134,0,2,259593548305777551,6097940400985098025369401,6077079610830192941644162,178227309603033689133850,190134938067447085381023,2601132414994703326191,6087921766480757353125262,179065856926356279706623,2605337590867883422175
912,2,1967560000000000000000,1970872547862216402703,1970883923670480021632,0,2,337915505141578934,6141254980814548755496554,6120245977825365674611393,178455854536062629431846,190362981663181309944836,2601132414994703326191,6131186894570814860514290,179274273784408177234341,2607255330725991146468
913,2,1967080000000000000000,1964996318738117350022,1964989171771568468714,0,2,67890749651091814,6140504524315913457306323,6119498079638118463357578,178458702244254669659131,190365836663564981116636,2601132414994703326191,6130441337046324075386256,179274748748951176983644,2608553162045958833764
914,2,1988209999999999934464,1981500604981497211175,1981477632110624595104,0,2,101529957889967079,6173404448159868633366370,6152285508469967010404308,178565139683758930600139,190471975694997147597777,2601132414994703326191,6163303793201453300872189,179368292707390418814191,2612229836130439323486
915,2,1947980000000000131072,1945049578777845460603,1945039530888388518470,0,2,15550051616200295,6110621069495636415596785,6089716861021490890431443,178787487227071917093478,190693261547351140087144,2601132414994703326191,6100642000932687602401841,179572683116162833192927,2613754690555212910756
916,2,1924369999999999934464,1925534073216114101252,1925538069745854068234,0,2,205099819691195020,6073475614408453233667871,6052698469275304455363862,178874225008008185489953,190779619067738150487755,2601132414994703326191,6063569661495215646456934,179647566623043522906218,2614426162714580270480
917,2,1946209999999999934464,1944803248163755302831,1944798421822477429323,0,2,302001999047884261,6107842949690705861746515,6086948235941910723245693,178961318120868324736490,190866380507572939894090,2601132414994703326191,6097893164676759158234133,179722999391698799114214,2615207506002927425628
918,2,1952019999999999868928,1957538469981153474245,1957557426693181584112,0,2,140490138725736460,6116958689022893250534632,6096032829649513549287046,178971807948791668538233,190876848463353772659697,2601132414994703326191,6107000879149928711516974,179729629491607935704307,2618137612584073890825
919,2,1934430000000000065536,1932192533745318362686,1932184859863753506396,0,2,40914360082035346,6089330770489112160879475,6068499390505981538926658,179079146254757847506441,190983994106110219011509,2601132414994703326191,6079430509914042432408367,179825369977786904999810,2619250522162262860457
920,2,1958790000000000065536,1963606567178729150045,1963623111234242168939,0,2,204141155831362250,6127555447981311826969385,6106593327375525200042805,179222310351433389180611,191126751349905579310120,2601132414994703326191,6117609088072258382468187,179954659121803205456968,2621675901610686300874
921,2,2033859999999999868928,2040711938176421753402,2040735478724585139077,0,2,34969012557483416,6243873920001530764206404,6222513906796174309575613,180186782192592741814506,192087463066241515249129,2601132414994703326191,6233779925470587597424138,180880052381361794317507,2625220681540220523091
922,2,2057110000000000065536,2058662714195203398926,2058668045218643580929,0,1,380565974573834810,6279452388438516709121736,6257970605146076384125016,180237059942549492291524,192137424484767560769167,2601132414994703326191,6269313481951165494902411,180918863897873142696136,2626300292653400390327
923,2,2047869999999999803392,2052330972294879145458,2052346293869495541763,0,1,434720147770068994,6265336949820229019176908,6243903477287025841225712,180258698445384729323918,192159010215768071040035,2601132414994703326191,6255230764617717443346411,180933441499711378473136,2629205519262668165223
924,2,2053380000000000131072,2045763881382704022210,2045737810491956935061,0,1,384629141216789899,6273767162724596918244356,6252304899475580113708372,180258903228828702433111,192159208379245477977724,2601132414994703326191,6263654908942459060873543,180933441499711378473136,2636496402430655642739
925,2,2056190000000000065536,2051514185161705155640,2051498161933205720673,0,1,327881525206058937,6278051674239645026890003,6256574707539623843320589,180279182880442400775985,192179520113001741025724,2601132414994703326191,6267937623615438857341890,180952083881688960366561,2638887831052476319247
926,2,2098670000000000065536,2091504190397143097028,2091479655508126344502,0,1,355113717659281902,6342576229839127896475868,6320878562548958660584257,180688644202230704125807,192587861221817606422394,2601132414994703326191,6332382920048711372599503,181339651847728468602151,2642143707296198630713
927,2,2086989999999999803392,2082482500461870271041,2082467052690612259027,0,1,514336654676777754,6324896470953612574200268,6303259247304352129171455,180692335199226029421549,192591499759079539277800,2601132414994703326191,6314736102585233553636178,181341016470420141626231,2644431425018783564907
928,2,2087739999999999868928,2090327432014289697370,2090336316672787725487,0,1,421856458041728771,6326030371877346342026033,6304389252186782016695285,180697362579577686920650,192596539463753326607527,2601132414994703326191,6315871792802072738218339,181343619836665976376374,2645619027799795701111
929,2,2086090000000000196608,2082411489150511717113,2082398878658440209571,0,1,455861284658672665,6323531306904499470921728,6301898744983369026310001,180700617403735903628812,192599796755824823804713,2601132414994703326191,6313380036506999205993292,181345112382426035669782,2647144105397204879794
930,2,2058480000000000000000,2061963953833729782341,2061975918303626765563,0,1,360841427265512921,6281544842628420881000582,6260055913444224725763985,180805523068488253167586,192704234024306151344530,2601132414994703326191,6271471331516912459789620,181440793857909478607937,2648472218149863360136
931,2,2090449999999999934464,2089329670097708775768,2089325825883414139551,0,1,134317742807098137,6330133819527333772640371,6308478655333086058880127,180954480190601772833921,192852556036977713250993,2601132414994703326191,6319993790907744626128568,181578418099539518402898,2648905977435792014261
932,2,2060949999999999803392,2059191548754044319212,2059185516380721300235,0,1,313852622906001166,6285310696858410185924321,6263808873358807297046700,181101430973883502713947,192998964704591154030245,2601132414994703326191,6275254831001804126927285,181713404483588818250063,2649629800660971294224
933,2,2010640000000000000000,2008582439719850375358,2008575382156410458978,0,1,35435830001044714,6208121376676937180460857,6186883616785525038121060,181543235146386699297316,193439149370760746123399,2601132414994703326191,6198211492468571624496976,182133036774189106728461,2650548622167567532409
934,2,1941310000000000065536,1943803645674270006142,1943812208388484963928,0,1,274379636748580394,6100150061234141096982997,6079281670460629684070994,182428164794504235384883,194320869785538189313838,2601132414994703326191,6090450505649344711787357,182980294698497489579391,2651959483751259237270
935,2,1965600000000000000000,1959657939648430420469,1959637588717899231967,0,2,504271272251720391,6138200251510241533188193,6117201731927601005755305,182523568968491207821363,194415872479179252668489,2601132414994703326191,6128459335395042839168182,183060286349990039355804,2656063376956458607737
936,2,1957809999999999934464,1958293409365709439352,1958295068871724239620,0,2,377084386734243475,6126017849017786548301729,6105060957160441256747207,182524250542462345033981,194416536850112899297533,2601132414994703326191,6116297708753393234479613,183060286349990039355804,2656373329557170530354
937,2,1970270000000000065536,1970134672095297093773,1970134207578115574141,0,2,382352591426583170,6145480654911759816215939,6124457181183128473271185,182552808540764026034999,194444989241897916089517,2601132414994703326191,6135736268135358858259197,183082231775304522391379,2656447694594820334401
938,2,1975320000000000000000,1982129818398911999395,1982153214699057855516,0,2,272751591591532028,6153360463490520350062643,6132310095571967431441848,182558122774038092011462,194450286245529993296001,2601132414994703326191,6143609650340169203798786,183084927627961926773995,2659851330059803257854
939,2,1955890000000000196608,1950446228609203610048,1950427580890884216079,0,2,163477982949361606,6123019156267738483655467,6102072563233980551503189,182694052836897200730296,194585991369972309595388,2601132414994703326191,6113331219236279879687888,183208468077938118008391,2662390872417690203763
940,2,1973440000000000000000,1973216452426410760727,1973215685118264899820,0,2,340354147997790073,6150422456965143348104766,6129382077547812271291061,182799655225392702261269,194691404270966499063764,2601132414994703326191,6140702936726912365494638,183302236693377261730785,2662504713521442339153
941,2,1997520000000000000000,2000658124482825318657,2000668900990172540195,0,2,136684301576063654,6187834439244330460369299,6166666087738323041247587,182915564443594004730629,194806924306666686173145,2601132414994703326191,6178069652532356477663658,183405756897494656614551,2664071253549146586241
942,2,1985059999999999868928,1982538757821867275215,1982530111407753931861,0,2,62699511482288361,6168504559752986926843656,6147402330561799920004655,182962801888261706830834,194854064969968382742908,2601132414994703326191,6158779666760828137968299,183444823723403815694032,2665378214162882606862
943,2,1985310000000000065536,1986424293409834569190,1986428118992255764538,0,2,64474316136276311,6168891977915406133655048,6147788416510858440640627,182964306470922518771906,194855573783308116010847,2601132414994703326191,6159168429537349820056529,183444931297470413081422,2665937957661441528304
944,2,1967769999999999934464,1973946258477375202882,1973967476436993104144,0,2,33170304986832119,6141588070726768941867014,6120577964998508720454835,183032650251854981996147,194923711569745428094791,2601132414994703326191,6131918509968647053409666,183504981150691522533674,2668661186219372122380
945,2,1968040000000000000000,1969519899667246246777,1969524980688743492596,0,2,130039009866634507,6142002297460374875759763,6120990726018300511656639,183039544316728021336417,194930631428288523225972,2601132414994703326191,6132335139145290897904059,183509428982862100083009,2669279667086380441751
946,2,1997449999999999934464,1998212029558850279498,1998214645634180608313,0,2,165098585275185284,6187724223303711383033670,6166556236555730985736992,183192915678634461470290,195083422112231516009918,2601132414994703326191,6177995666675094414853203,183652231102275593479034,2669557569878204046048
947,2,1991009999999999934464,1994890685605190026553,1994904013373160621744,0,2,107515353416621601,6177744031765490575911847,6156610206188929374409194,183202983468713350606307,195093462737981550059800,2601132414994703326191,6168035689936431021910797,183659339344895968432136,2671136844045599569438
948,2,1996270000000000065536,2001305069335097412344,2001322364180557769681,0,2,73525123332727022,6185901038536071573621987,6164739321675804641415718,183203352872019397416998,195093823795157813487412,2601132414994703326191,6176182168473250913855968,183659339344895968432136,2672923023522905714299
949,2,2017480000000000000000,2013762450683246113888,2013749707123603062574,0,2,133874310901771581,6218673950428988212722529,6197400103093449512720971,183253722434488846926440,195143913324499355563186,2601132414994703326191,6208910027311635090944519,183704354995914608907118,2674125405377546010903
950,2,1980729999999999934464,1987410222591482653074,1987433173213906187798,0,2,245621117599961286,6161780712501137249769632,6140701536614059371681167,183464418430969689206703,195353727886818641877800,2601132414994703326191,6152118647929470043205393,183904235628397289251643,2676246501197670696901
951,2,1984729999999999934464,1977628985167658692626,1977604675128736253861,0,2,57923466420528768,6168000466222069043269490,6146900020807564522420383,183465822558121475953873,195355151261353324338295,2601132414994703326191,6158332136456809892754888,183904692224414598142647,2678764208182420153425
952,2,1940460000000000131072,1939774862595284506823,1939772511343542455509,0,2,149275346168708257,6098813282543755029536656,6077949456885726954678139,183740268912376806135704,195628304456761029030300,2601132414994703326191,6089266069474931844181258,184166119866975176606234,2678995178373094412503
953,2,1955369999999999934464,1955874828215296436518,1955876561255417764865,0,2,412029284166695616,6122199264312423074978201,6101255435729030372595817,183789338664719149738250,195677221149252011706829,2601132414994703326191,6112622161202856205905620,184208561543051755887475,2679204816442610355128
954,2,1971769999999999934464,1966193791838350952348,1966174691101190726578,0,2,222109360242473100,6147825699073703883015815,6126794245218877991583403,183839684376475185263738,195727383645524878941234,2601132414994703326191,6138217301189659722724783,184252360405439128546329,2681476243012310425521
955,2,1981089999999999934464,1986935884545165024834,1986955966593113866430,0,2,110266209748338714,6162338597844847993107392,6141257499460328792185286,183883565171940793510371,195771226971513468463298,2601132414994703326191,6152715402894401734085860,184290560444754016960678,2683673668795532376858
956,2,1948849999999999934464,1941686275206248460113,1941661752299004330488,0,2,85990571425948825,6111994098945811024740532,6091085252472645750120832,184169750827493041036788,196056731552018084598104,2601132414994703326191,6102467220215276743295430,184561495867896360402733,2686465126644621812700
957,2,1925929999999999934464,1926609613966949435862,1926611947089793836489,0,2,254392080802352322,6075936678930742730697482,6055151113327573050442779,184220171542498482554011,196106824122877311697191,2601132414994703326191,6066474063354864026489599,184604116240287265434082,2686801815008423530878
958,2,1940869999999999803392,1946919366383569294781,1946940148303632393415,0,2,337102924680213318,6099464846623454753334694,6078598841902215594292423,184261635632428508642728,196148132795382928870562,2601132414994703326191,6089975140075907901226044,184638775793915278281950,2689611778135122071268
959,2,1948320000000000000000,1942344465514040186495,1942324000617924260041,0,2,137409417751185837,6111159795885594065823711,6090253781948444909167098,184262030702348068733769,196148514912777457559776,2601132414994703326191,6101655364675339739689906,184638775793915278281950,2692400115181622193185
960,2,1954160000000000000000,1948160055900190285527,1948139507458091023799,0,2,170121441099890909,6120311919297238720449465,6099374596448233959782126,184290169298729698824143,196176654768897160599571,2601132414994703326191,6110800639183252460936064,184662015445487883942446,2694875255631198401721
961,2,1960480000000000000000,1957449913937775804674,1957439524638458071799,0,2,107339014616610198,6130195448119791165864067,6109224277082764469346071,184320621139452890540103,196207104074060133140282,2601132414994703326191,6120674491721875442140832,184687897543912611759833,2695999411276334000369
962,2,1943539999999999868928,1949554247527260710800,1949574908685030394871,0,2,6266289723230925,6103658729994000491596524,6082778377457885688540385,184359423942710134721339,196245716595731824152148,2601132414994703326191,6094185912856800801881399,184721787772058271537419,2698081961310656910262
963,2,1963689999999999934464,1970839150253147206826,1970863713571453828115,0,2,89349042667032660,6135220339023261817617396,6114232034801235206383372,184399452289587984149887,196285491058612458188109,2601132414994703326191,6125705368530310139178654,184757146522211628726614,2700343901854978025039
964,2,1963280000000000000000,1955948080012577824332,1955922982450807683393,0,2,138346847024866416,6134580425187075524296698,6113594314240107270872289,184410776456166383303897,196296849806712726858253,2601132414994703326191,6125071592720071125093347,184765869281400489803809,2702851136474226899049
965,2,1968120000000000000000,1964922499062564138147,1964911536398906351262,0,2,28512572938098464,6142128727089273589640235,6121116734069205408962306,184440325063692279362805,196326419270857903772298,2601132414994703326191,6132613469082303174321919,184791222077577529054191,2703950051336742008673
966,2,1958600000000000000000,1957129837380776758194,1957124793592832656001,0,2,68448626073971263,6127254070662102123530874,6106292952373266960634333,184448280462594240089521,196334320028989887385396,2601132414994703326191,6117764359027746878011749,184797112309783027014030,2704424089178558490744
967,2,1962440000000000000000,1964859600771400245114,1964867909121929567627,0,2,25383512260994821,6133258359647747131790678,6112276705912996727550012,184453909065462927437388,196339940052074681102431,2601132414994703326191,6123761676859798922652392,184801135394818783199960,2705148574800040074993
968,2,1976640000000000000000,1976126261363578893208,1976124498193756585929,0,2,69935482425935244,6155407038723295166741989,6134349607515286738149511,184481402356570816706996,196367300539953610791382,2601132414994703326191,6145879516474711348227677,184825263081516239031820,2705293389499031093154
969,2,1987430000000000065536,1993789991193931267592,1993811840685352518906,0,2,197277267770769290,6172192436917362894846084,6151077637028955219103757,184506503049889312794851,196392323191280316587325,2601132414994703326191,6162643825029816997730694,184847214791926900923402,2707023351207179097285
970,2,1987800000000000000000,1982527395102400244581,1982509331934330241823,0,1,358180348533986905,6172764515617885015746831,6151647742014450476415645,184513488419070387821282,196399335465771959102471,2601132414994703326191,6163218318229401925795633,184852450683644664343235,2708558091743167851889
971,2,1972990000000000065536,1980641853498776840649,1980668145583663971408,0,1,180904581278416378,6149732689939582120411510,6128694748985587079337918,184531364827746879416345,196417083463863499638357,2601132414994703326191,6140227067170594919709634,184867544182486104671896,2710736296835492348727
972,2,1974130000000000196608,1968934964100002481995,1968917166390819088478,0,1,151210982651548748,6151502919023120853731350,6130458879882980411093625,184539703907331394443190,196425461148894600922054,2601132414994703326191,6141997473547464951413991,184874269605862385232811,2712027969506492115095
973,2,1975609999999999934464,1970096660887283917894,1970077774969661163145,0,1,27940580951521598,6153809036172574278752650,6132757112463520780334724,184548514962447486987769,196434289029145207871792,2601132414994703326191,6144303116029383999083204,184881395509006405840228,2713411763232758927330
974,2,1980400000000000000000,1978317654322308262154,1978310511894805542875,0,1,9550405535790915,6161259520340933403681226,6140182073482738684339055,184569470280265311088360,196455249489495329101641,2601132414994703326191,6151744783771803430051932,184900101125873317544996,2713866241363352723459
975,2,1953550000000000065536,1952043045393827273944,1952037875461977739653,0,1,121054570726832743,6119349825442964133057669,6098415747461845339457129,184690881871521413059307,196576176398170824927815,2601132414994703326191,6109905389963257851149966,185016021536959421942871,2714186991319191282100
976,2,1943180000000000131072,1945956352187618181120,1945965886007682845957,0,1,246945162921228159,6103087688871480565627672,6082209250622227932222386,184706680612369456508616,196591902770935075777755,2601132414994703326191,6093671517943471411635657,185029396741046007149721,2714940975327736637643
977,2,1957329999999999934464,1962553286255368337516,1962571228259370097028,0,2,309254030730707209,6125272230566102578931964,6104317926368601386891629,184732684393712757615084,196617774040242294959954,2601132414994703326191,6115826008712083840595165,185052476072600501356296,2716236648774032509423
978,2,1862600000000000000000,1861352273951298988284,1861347993031488685696,0,2,35214122105835371,5975204960951781991811773,5954763996672816114507428,186773678394827793762597,198652497440749549996580,2601132414994703326191,5966017100634215500666452,187063932050646827369487,2716572967560960506434
979,2,1885099999999999868928,1881192913763445918170,1881179522803842410490,0,2,619425752881969874,6011189425246264791051765,5990625379235618104683470,186894445018169802787231,198772894597489150500656,2601132414994703326191,6001962700172032990532043,187170245013842643546167,2718900353408169675845
980,2,1915209999999999934464,1913725572526076970462,1913720479892515053177,0,2,417229100771406563,6059003680353032506448664,6038276044416271165504996,187137691723281245115805,199015501779702402484676,2601132414994703326191,6049723925982121922328462,187393784904037728062860,2719756142844511541163
981,2,1895369999999999934464,1896003681584583399729,1896005857010896180685,0,2,145202518917223669,6027538465191891009712733,6006918468109316781394641,187207677483385677718233,199085209610736206401171,2601132414994703326191,6018318277725564366294219,187452557535880838117317,2720141017225485340959
982,2,1856960000000000000000,1850053865034204252095,1850030224681402121993,0,2,238508359847400177,5966161584872817305388611,5945751626261029591736312,187530565790709960626609,199407028817411744852477,2601132414994703326191,5957061679155437982019603,187752693329570483264564,2724102885620361525023
983,2,1855840000000000000000,1862491283494057709955,1862514135899532811049,0,2,431145462922182236,5964361300998371100865645,5943957495541915799054647,187537835636727856227087,199414333209231880115873,2601132414994703326191,5955272409655523926711733,187756103664695409131847,2728472854892511537432
984,2,1831240000000000000000,1833595132265829518224,1833603219354008846142,0,2,323565745432498408,5924691016985017668546271,5904422865220050306621273,187749898225706596098219,199625976929477219726197,2601132414994703326191,5915682947635038104122014,187948986396552570678263,2729926696088004920759
985,2,1825209999999999934464,1825769983104019309442,1825771905510477415045,0,2,439287396158410553,5914927260261942131386068,5894692502061178310790117,187765431477920275632259,199641486848699119833570,2601132414994703326191,5905939647021870013489276,187959277404772095998345,2730280452658515359023
986,2,1826670000000000065536,1826401924768860394429,1826401004646480549718,0,2,468543637032281004,5917292432382839925771136,5897049582643603637741258,187765611128326643031977,199641665120327607001609,2601132414994703326191,5908301660235037247257468,187959277404772095998345,2730538438427795476587
987,2,1847609999999999934464,1843302334847616044523,1843287573845897354532,0,2,461285376437376135,5951116212421567477578508,5930757680370262084081125,187864762877643121895115,199740486298945772076833,2601132414994703326191,5942086451129855223542625,188056273162321591940927,2732604952702348004559
988,2,1852650000000000196608,1848516650938470501023,1848502486189464498065,0,2,265440595691092658,5959227213501195128667566,5938840931692141817908729,187883822545671735663296,199759540953117005884420,2601132414994703326191,5950191518577925318285397,188070926596105267054174,2734556631672110059692
989,2,1851950000000000065536,1853895984290639413639,1853902666046563662235,0,2,207072004261844245,5958098404474885012007933,5937715964455763066792713,187886387034587713875207,199762117820155940306260,2601132414994703326191,5949066676728975510992830,188072050036472969986832,2735373396515195298311
990,2,1906130000000000196608,1900665420660866549609,1900646702845534537743,0,2,143253340962167258,6044629538426310873522651,6023951115457250297981896,188469734411381371506371,200343318775472016481769,2601132414994703326191,6035488298699214948488927,188634901193994722487611,2737425197297798169530
991,2,1893349999999999803392,1893730922691500380122,1893732230353895588638,0,2,254387047441084696,6024325615738476282479600,6003716609333078560971791,188480932917103063834182,200354422043235590502842,2601132414994703326191,6015218758908559510478843,188642488442605054815875,2737610848361407862601
992,2,1926360000000000000000,1919585872612739193407,1919562680586168793930,0,2,183349255664755141,6076624256067497563392715,6055836402185603293295228,188702608400382730074433,200575321323393020896011,2601132414994703326191,6067455554503736683830880,188849572641221249549803,2740559415416619261707
993,2,2013779999999999868928,2011003018678069175497,2010993496006868760425,0,1,345202268011831401,6212967736414208892053314,6191713401854365452840105,190484883775811264420096,202352395690817395895858,2601132414994703326191,6203637422289312444327107,190586955553151284269196,2741836391712132955212
994,2,2071239999999999737856,2071573941453443666305,2071575087823334390618,0,1,636214698145171058,6300981391883734400394210,6279425955703924069896619,191170968607031650774209,203036352873585651945455,2601132414994703326191,6291560249128764091398138,191231572956227808710857,2742059696726742427798
995,2,2057880000000000000000,2055245638697106797465,2055236604417549947732,6011174059983014,1,727195583746862224,6280628355457176986151784,6259142554986750651718731,191205502717455148372368,203070774587379176095978,2601132414994703326191,6271250158400376391653060,191255440142141765713380,2744083178076561112239
996,2,2054650000000000196608,2051114659592612164469,2051102539520296833474,0,1,601537790959476150,6275698495979805726925971,6254229567498034546080485,191205568625153066934802,203070838292544449540452,2601132414994703326191,6266329452407305005338138,191255440142141765713380,2745793059703375545643
997,2,2053489999999999672320,2051865655336542188897,2051860082755223892142,0,1,567427554994712112,6273924866005107386171607,6252461992476089872594874,191206619179293147663815,203071895970421422707011,2601132414994703326191,6264561847930305311174437,191255440142141765713380,2747862881458999565774
998,2,2057710000000000065536,2055479058270469845486,2055471406348387499218,0,1,569390707144288886,6280368566638996433375551,6258883652400657508690352,191212970052035723075367,203078237209700900070689,2601132414994703326191,6270999449172183348903911,191262235907051689574111,2749035991816406827373
999,2,2033460000000000131072,2027437561270389001740,2027416934096860993973,0,1,580164597343341805,6243257935330022270203494,6221900015949942454110829,191303494618991503361084,203168389740447188589362,2601132414994703326191,6233957167274091136812981,191342405738670665394553,2751816544623457623310
1000,2,2030249999999999934464,2028049410440626700379,2028041862622031674601,0,1,284894287153372095,6238322273092304952381504,6216981197703625276031174,191304993084794486347778,203169905080894075573287,2601132414994703326191,6229031299585079823229722,191342534337995799800569,2752886783584507422318
1001,2,2027760000000000000000,2023196038535550172899,2023180398335023872371,0,1,288330977831137709,6234498644631752892155885,6213170670561008545282108,191305008957266757356653,203169920084806704365116,2601132414994703326191,6225214793860905666663995,191342534337995799800569,2754282804221864942104
1002,2,2045430000000000065536,2039475653776200381535,2039455259043698902405,0,1,232975625662324263,6261606265751589575842466,6240185575914894041561427,191398507140993055760843,203263230271224267867355,2601132414994703326191,6252292799300184326912737,191425484486251152704804,2756464616876136632723
1003,2,2032720000000000000000,2028163110548462282847,2028147494477269853845,0,1,343907822162552922,6242118900121610214938933,6220764857241190037086415,191407096883797396569247,203271739106007525031696,2601132414994703326191,6232838505606624722082170,191431582591954851646889,2758113394365800122756
1004,2,1962249999999999934464,1969249759617154888580,1969273809212312334268,0,1,201967289258797563,6132970003388428320465374,6111989394696905401311409,192243926292744440725580,204105317077279842109767,2601132414994703326191,6123877009812630742558169,192244456657161143989227,2760588867146666671961
1005,2,1948710000000000065536,1952226195096640353926,1952238270626505324922,0,1,275274680962077014,6111766682559097314139611,6090858560131175444985333,192327914114429880559170,204189212674898954011340,2601132414994703326191,6102716951262304591858943,192318380641535539477523,2762337517633149280006
1006,2,1921000000000000000000,1923211726468961976537,1923219320871866150483,0,2,362925288141053427,6068156007546796974660229,6047397065580957925784701,192525129257227034315645,204385903970851218074905,2601132414994703326191,6059186835414108007774830,192500517499702633664115,2763413363283255645221
1007,2,1929710000000000065536,1922361673958532203405,1922336521634373870171,0,2,488454572864051688,6081907312165115283313745,6061101396358635676712743,192533779445132138103221,204394504395156248476204,2601132414994703326191,6072924907697563203131075,192505809852772015559551,2767150201038351028886
1008,2,1924440000000000000000,1919324291598493857771,1919306766011458284321,0,2,491931859006518163,6073591177900714970967155,6052813672368715256530625,192534665872255513392221,204395409313110953190720,2601132414994703326191,6064624194458656719826707,192505809852772015559551,2769380493718836741050
1009,2,1866560000000000000000,1867048040034055050079,1867049715442900990437,0,2,506060617177352210,5981553126961978089564049,5961090443881698796095716,193115688157741596235820,204974064656686714329530,2601132414994703326191,5972742267695425851950465,193065767219849869027362,2769572742276029985305
1010,2,1863440000000000000000,1861532050327806990646,1861525505941037750641,0,2,685657087844383192,5976552614024471759658479,5956107042545138238182079,193118483483269764541770,204976853004764029995908,2601132414994703326191,5967751985159396352648222,193066703453001306291753,2770560973905585124958
1011,2,1899000000000000000000,1903440328757830515422,1903455580040549273999,0,2,699432930806745728,6033311684413693218199867,6012671964951045668238841,193417971240514567654002,205275421543943305409926,2601132414994703326191,6024446691345150056848143,193348568007587847453047,2772557951557509946205
1012,2,1947200000000000000000,1942680509236584241182,1942665022253493895242,0,2,224422959725944304,6109399948245398398995713,6088499933569045166040235,193812512591545047837708,205668336018121527520700,2601132414994703326191,6100449024461085582289477,193719218673192664849838,2774983273791143528355
