id,block,pool,kind,zeroForOne,amount_in,amount_out
1109,11156582,control,arb,0,18776270206227778020449,9050053479039837051
1110,11156582,poincare,noise,1,1678485286188637048,3503870696852577450634
1111,11156582,control,noise,1,1678485286188637048,3503860588954262737618
1112,11156583,poincare,arb,1,6848176480933993052,14194474270594673475714
1113,11156583,control,arb,1,6830666232365620981,14158139273211138057955
1114,11156583,poincare,noise,0,3601100018806925927264,1744769270102798498
1115,11156583,control,noise,0,3601100018806925927264,1744764067815802974
1116,11156584,poincare,arb,1,16716944072849543069,34079051676617859280905
1117,11156584,control,arb,1,16686192195068031931,34016462526964842236998
1118,11156584,poincare,noise,1,942576078814821808,1893717041039618709115
1119,11156584,control,noise,1,942576078814821808,1893714030473343623735
1120,11156585,poincare,arb,1,20635999506316517034,40738446987771462056635
1121,11156585,control,arb,1,20591686006782154611,40650901106457157356431
1122,11156585,poincare,noise,1,317972242350750478,617124536483294512319
1123,11156585,control,noise,1,317972242350750478,617124211108564692099
1124,11156586,poincare,arb,0,15638790448971799853536,8007914544825041112
1125,11156586,control,arb,0,15607941813763445967361,7992122573140182828
1126,11156586,poincare,noise,1,2098562220999010062,4117925359188876077301
1127,11156586,control,noise,1,2098562220999010062,4117910961469058087347
1128,11156587,poincare,arb,1,352070175888735506,689482990843593188188
1129,11156587,control,arb,1,347037587099454788,679624953432547222920
1130,11156587,poincare,noise,0,3499542856811803841774,1784895911085725230
1131,11156587,control,noise,0,3499542856811803841774,1784890604738846583
1132,11156588,poincare,arb,0,4185275657451778385882,2127884468176951470
1133,11156588,control,arb,0,4169494207915872595826,2119854536478090328
1134,11156588,poincare,noise,1,2601940601959908498,5115717477981706557603
1135,11156588,control,noise,1,2601940601959908498,5115695284051561444100
1136,11156589,poincare,arb,0,8223428864724790743423,4177225379255717820
1137,11156589,control,arb,0,8217024712609033803766,4173990393657628298
1138,11156589,poincare,noise,1,550078840945388334,1086096009704234636560
1139,11156589,control,noise,1,550078840945388334,1086095010617544155653
1140,11156590,poincare,arb,1,5544241102022147167,10892783427325796556128
1141,11156590,control,arb,1,5531725880946061306,10868184745758830813969
1142,11156590,poincare,noise,1,855936030198045966,1672958269040954061090
1143,11156590,control,noise,1,855936030198045966,1672955886813356979610
1144,11156591,poincare,arb,0,12495372206053997815787,6364519878247135975
1145,11156591,control,arb,0,12473145046613165324814,6353207517668816831
1146,11156591,poincare,noise,1,694797786174086540,1370368016745739368262
1147,11156591,control,noise,1,694797786174086540,1370366425461257549898
1148,11156592,poincare,arb,0,16141572551391264536881,8134548440139233224
1149,11156592,control,arb,0,16111236994702735750355,8119270258971083128
1150,11156592,poincare,noise,1,1187570340749599376,2369894522300445967524
1151,11156592,control,noise,1,1187570340749599376,2369889791904797307673
1152,11156593,poincare,arb,1,2645167559972711462,5262160779348738436543
1153,11156593,control,arb,1,2637296696184277691,5246492414098125007975
1154,11156593,poincare,noise,1,2169079077255660030,4298153681519419288112
1155,11156593,control,noise,1,2169079077255660030,4298138073012886237297
1156,11156594,poincare,arb,0,4451519899386114363461,2246334455555781181
1157,11156594,control,arb,0,4451189339885841688336,2246175804853522209
1158,11156594,poincare,noise,1,727257133047641318,1442975514582042827161
1159,11156594,control,noise,1,727257133047641318,1442973755487844645714
1160,11156595,poincare,arb,1,4728646773019677686,9340730638876876873921
1161,11156595,control,arb,1,4717442595327447093,9318587110589860059827
1162,11156595,poincare,noise,0,916148093454710704670,465400990109432175
1163,11156595,control,noise,0,916148093454710704670,465400628427092786
1164,11156596,poincare,arb,1,380863808850482400,749786952160771546381
1165,11156596,control,arb,1,381037051692110573,750128589370706046195
1166,11156596,poincare,noise,1,228676413064180292,449960826741008867102
1167,11156596,control,noise,1,228676413064180292,449960654942989351428
1168,11156597,poincare,arb,0,18503184800443716507553,9334093648414132318
1169,11156597,control,arb,0,18466110748166595561627,9315394874677793511
1170,11156597,poincare,noise,1,2161457302574349484,4309787006441862062044
1171,11156597,control,noise,1,2161457302574349484,4309771362076599472560
1172,11156598,poincare,arb,0,368041533093781668977,184879569984528879
1173,11156598,control,arb,0,376120609138060059909,188938645899303494
1174,11156598,poincare,noise,0,3944129777687491338092,1977771405529108254
1175,11156598,control,noise,0,3944129777687491338092,1977764835408645682
1176,11156599,poincare,arb,1,362645809314644298,724153585877070174689
1177,11156599,control,arb,1,365956041411891726,730766089696588654677
1178,11156599,poincare,noise,1,1655778527249406908,3300913898319223324526
1179,11156599,control,noise,1,1655778527249406908,3300904718303779212033
1180,11156600,poincare,arb,0,16242044325778127972142,8104267405023866119
1181,11156600,control,arb,0,16215459398215822178089,8091024866944591851
1182,11156600,poincare,noise,0,3171755872469807013561,1570109282668704769
1183,11156600,control,noise,0,3171755872469807013561,1570105114463459576
1184,11156601,poincare,arb,1,12808834677241730224,25638198895057613172967
1185,11156601,control,arb,1,12785750799693556794,25592062081786851348882
1186,11156601,poincare,noise,0,756359253418671869522,381740160531734137
1187,11156601,control,noise,0,756359253418671869522,381739916394549062
1188,11156602,poincare,arb,0,1699019247885460459035,856643154631877344
1189,11156602,control,arb,0,1693976912554059023690,854100269902962572
1190,11156602,poincare,noise,1,1536600865783136772,3045923573602709639766
1191,11156602,control,noise,1,1536600865783136772,3045915734397440810598
1192,11156603,poincare,arb,1,12381763784259510455,24268451894452468924732
1193,11156603,control,arb,1,12353181200436705394,24212367265468174609000
1194,11156603,poincare,noise,1,980889513465201466,1901873605984539935364
1195,11156603,control,noise,1,980889513465201466,1901870515005096577405
1196,11156604,poincare,arb,0,11135740904419500090406,5721309359523323546
1197,11156604,control,arb,0,11116775256221427813884,5711574491166872648
1198,11156604,poincare,noise,1,426254624602591472,833198221120110795704
1199,11156604,control,noise,1,426254624602591472,833197630146955863120
1200,11156605,poincare,arb,0,10949267431702463369064,5578175575479427456
1201,11156605,control,arb,0,10928492604427927904510,5567595653474980510
1202,11156605,poincare,noise,1,1030221551256875552,2029661461319711137836
1203,11156605,control,noise,1,1030221551256875552,2029657969078735732129
1204,11156606,poincare,arb,0,7759807449699644069926,3929470153958532747
1205,11156606,control,arb,0,7748036599572318292122,3923516292402705738
1206,11156606,poincare,noise,1,2284124085903265028,4516655592316017443128
1207,11156606,control,noise,1,2284124085903265028,4516638339259034578087
1208,11156607,poincare,arb,1,7833291890454720137,15363094286525922780995
1209,11156607,control,arb,1,7812514888451575096,15322286727791050671975
1210,11156607,poincare,noise,0,3985691205179860541666,2041778203653171325
1211,11156607,control,noise,0,3985691205179860541666,2041771275926779108
1212,11156608,poincare,arb,1,9388417566072680264,18218747830731600798036
1213,11156608,control,arb,1,9373323669390374729,18189518999307550053559
1214,11156608,poincare,noise,0,1359693616184803946002,705593365389177970
1215,11156608,control,noise,0,1359693616184803946002,705592542929553422
1216,11156609,poincare,arb,0,7927419644905110417729,4097956122696409660
1217,11156609,control,arb,0,7908347742427244702082,4088092434536981132
1218,11156609,poincare,noise,1,2137678336633173130,4141820462674206199379
1219,11156609,control,noise,1,2137678336633173130,4141805804879137712905
1220,11156610,poincare,arb,0,8759588154277970030744,4512350781964583602
1221,11156610,control,arb,0,8750090505094319036614,4507474183605006744
1222,11156610,poincare,noise,0,176420832271058460555,90543614196493515
1223,11156610,control,noise,0,176420832271058460555,90543600574784510
1224,11156611,poincare,arb,0,3437243546981095322819,1761442008072832062
1225,11156611,control,arb,0,3429822569903364927682,1757638806617331505
1226,11156611,poincare,noise,0,1037444643062928190597,530662512437132039
1227,11156611,control,noise,0,1037444643062928190597,530662043837049042
1228,11156612,poincare,arb,0,2867154855540921692251,1464210368439966047
1229,11156612,control,arb,0,2859136417651885268107,1460114190431976769
1230,11156612,poincare,noise,0,5811623872113338554749,2957287735499628262
1231,11156612,control,noise,0,5811623872113338554749,2957273159038492624
1232,11156613,poincare,arb,1,8326191884464295680,16291679799622521421293
1233,11156613,control,arb,1,8315151791950602944,16270158084640381016183
1234,11156613,poincare,noise,0,2662546371700035087346,1368434948502577546
1235,11156613,control,noise,0,2662546371700035087346,1368431840868058624
1236,11156614,poincare,arb,0,9798290052568513853535,5009997920912800488
1237,11156614,control,arb,0,9772700630926379556787,4996902356632035065
1238,11156614,poincare,noise,1,2696023344386186904,5282609228033777920975
1239,11156614,control,noise,1,2696023344386186904,5282585522790018607043
1240,11156615,poincare,arb,0,5029702574704696330912,2567218360030561299
1241,11156615,control,arb,0,5030198235478416766427,2567482872374842240
1242,11156615,poincare,noise,0,3262853803094631069918,1659704404036896146
1243,11156615,control,noise,0,3262853803094631069918,1659699809547230450
1244,11156616,poincare,arb,1,141745172015551162,279003601935235038821
1245,11156616,control,arb,1,144857840083647088,285131200301403066573
1246,11156616,poincare,noise,0,2640810984494069920662,1340334182428186238
1247,11156616,control,noise,0,2640810984494069920662,1340331182320321289
1248,11156617,poincare,arb,1,4331419678751948666,8513371345643426561560
1249,11156617,control,arb,1,4325274221964046350,8501311527338801274888
1250,11156617,poincare,noise,0,5263649429957706510384,2681620700771901581
1251,11156617,control,noise,0,5263649429957706510384,2681608720918567100
1252,11156618,poincare,arb,1,1472513631418799050,2893171975102405362886
1253,11156618,control,arb,1,1474984659090377011,2898039958680724934657
1254,11156618,poincare,noise,1,105814333176068468,207636475646740476557
1255,11156618,control,noise,1,105814333176068468,207636439011850270994
1256,11156619,poincare,arb,0,8953382038717529648246,4546344807560927346
1257,11156619,control,arb,0,8935421845704021331944,4537225788359096285
1258,11156619,poincare,noise,0,4570403904416793252899,2307868628399661645
1259,11156619,control,noise,0,4570403904416793252899,2307859714450619995
1260,11156620,poincare,arb,0,2054146037456409977327,1034440908360482721
1261,11156620,control,arb,0,2040541942524081196892,1027586096225446321
1262,11156620,poincare,noise,1,329376241150833106,654436436468754620829
1263,11156620,control,noise,1,329376241150833106,654436074830263129641
1264,11156621,poincare,arb,0,881279645829672053931,443504586098679044
1265,11156621,control,arb,0,880813441744225224917,443270213522011438
1266,11156621,poincare,noise,0,2652168372109017216925,1332772670092066897
1267,11156621,control,noise,0,2652168372109017216925,1332769688945037039
1268,11156622,poincare,arb,1,5926035672114918812,11748579864661104076927
1269,11156622,control,arb,1,5916600022110840069,11729899585008292950930
1270,11156622,poincare,noise,0,4042781440024425918465,2045657430742265419
1271,11156622,control,noise,0,4042781440024425918465,2045650433729933316
1272,11156623,poincare,arb,1,1690255679233136126,3341374788570317704867
1273,11156623,control,arb,1,1690978530921330079,3342815188711651739282
1274,11156623,poincare,noise,1,2336031635668290256,4602890824204480818474
1275,11156623,control,noise,1,2336031635668290256,4602872874485757305505
1276,11156624,poincare,arb,0,5513186873785266152435,2796971400557328813
1277,11156624,control,arb,0,5511299551205943575318,2796024820280229618
1278,11156624,poincare,noise,0,2603344462275466691185,1316331748290895769
1279,11156624,control,noise,0,2603344462275466691185,1316328849170636929
1280,11156625,poincare,arb,0,340481233115980920660,171949551973174652
1281,11156625,control,arb,0,334435828586505855299,168896134774218450
1282,11156625,poincare,noise,0,2481216758581128155142,1251610120711579716
1283,11156625,control,noise,0,2481216758581128155142,1251607496495767427
1284,11156626,poincare,arb,1,9664570928150398564,19028914905549840987254
1285,11156626,control,arb,1,9647291550269718256,18994932754539107123386
1286,11156626,poincare,noise,0,1492067720220358035743,763301116670825302
1287,11156626,control,noise,0,1492067720220358035743,763300147301267918
1288,11156627,poincare,arb,1,4059135581455765981,7913533498619696774530
1289,11156627,control,arb,1,4052366326642881262,7900346454847581576109
1290,11156627,poincare,noise,1,1254981730210181604,2436190012705825220805
1291,11156627,control,noise,1,1254981730210181604,2436184944540599983316
1292,11156628,poincare,arb,0,11194123560302893070964,5745672012892582984
1293,11156628,control,arb,0,11176133306662736146898,5736449986120448329
1294,11156628,poincare,noise,0,1540250800610057860670,786413385324404768
1295,11156628,control,noise,0,1540250800610057860670,786412355367345614
1296,11156629,poincare,arb,1,31818186534513897847,60791623653771498561009
1297,11156629,control,arb,1,31754459033846483917,60669945757425639142307
1298,11156629,poincare,noise,1,1509177414540171444,2807648647853337966162
1299,11156629,control,noise,1,1509177414540171444,2807641772254619547688
1300,11156630,poincare,arb,0,17014808096032327205816,9091115935741881935
1301,11156630,control,arb,0,16985625571137030788197,9075545759304455537
1302,11156630,poincare,noise,1,1966145581340267168,3652328591801361843076
1303,11156630,control,noise,1,1966145581340267168,3700590396562038449967
1304,11156631,poincare,arb,0,22557036578203892060437,11889945873253330116
1305,11156631,control,arb,0,22542159237655705078594,11882263084513351672
1306,11156631,poincare,noise,1,1048164342226751714,2005771789673114537021
1307,11156631,control,noise,1,1048164342226751714,2005768312036709482991
1308,11156632,poincare,arb,1,5472652600801350204,10418107125599094565325
1309,11156632,control,arb,1,5459195252100337462,10392470798860875031829
1310,11156632,poincare,noise,0,102544878535308326788,54100497746664801
1311,11156632,control,noise,0,102544878535308326788,54100492926303699
1312,11156633,poincare,arb,1,12974050104799635763,24341232144534801618402
1313,11156633,control,arb,1,12947386528745685580,24291209506352617235635
1314,11156633,poincare,noise,1,478804219725242470,888784831179906540227
1315,11156633,control,noise,1,478804219725242470,888784137719382058272
1316,11156634,poincare,arb,0,178263922803295639053,96062924366114669
1317,11156634,control,arb,0,179729568255046183171,96852807461887213
1318,11156634,poincare,noise,1,1491629349505500214,2764975303692924402733
1319,11156634,control,noise,1,1491629349505500214,2764968590312121273275
1320,11156635,poincare,arb,1,7003362317337822851,12895533059428286112021
1321,11156635,control,arb,1,6985830761695069179,12863220368090486303872
1322,11156635,poincare,noise,0,5044246569178527805752,2748625694093778152
1323,11156635,control,noise,0,5044246569178527805752,2748613463937860939
1324,11156636,poincare,arb,1,4857099450724963927,8899005761058854297930
1325,11156636,control,arb,1,4852735853736052356,8891050494248453961287
1326,11156636,poincare,noise,1,1473519076263472832,2686388208850350481663
1327,11156636,control,noise,1,1473519076263472832,2686381818713169729947
1328,11156637,poincare,arb,0,3620296492981911850665,1984986243184252370
1329,11156637,control,arb,0,3618362747799477109268,1983930701819649098
1330,11156637,poincare,noise,0,2495614876167437007715,1364752301536474560
1331,11156637,control,noise,0,2495614876167437007715,1364749290147543278
1332,11156638,poincare,arb,0,10858094758206566489982,5904114796411523309
1333,11156638,control,arb,0,10830536013869481379817,5889116669131320326
1334,11156638,poincare,noise,1,2346929946641448230,4328224115047778404837
1335,11156638,control,noise,1,2346929946641448230,4328207628005045467595
1336,11156639,poincare,arb,0,7530982147917098366492,4078030465951907220
1337,11156639,control,arb,0,7524355962729200624985,4074457903874425098
1338,11156639,poincare,noise,1,687334051915105880,1272700673981188059948
1339,11156639,control,noise,1,687334051915105880,1272699250389442398106
1340,11156640,poincare,arb,0,828133908265157969090,447326076072978073
1341,11156640,control,arb,0,829049960204376046874,447821393001846174
1342,11156640,poincare,noise,0,3963698974606509136059,2136684017649266631
1343,11156640,control,noise,0,3963698974606509136059,2136676585339362172
1344,11156641,poincare,arb,0,30200944027636377895864,16047172676765270053
1345,11156641,control,arb,0,30130436678918612179978,16009653139309888349
1346,11156641,poincare,noise,1,1316456381186414032,2506701515676067231280
1347,11156641,control,noise,1,1316456381186414032,2506696071174404022191
1348,11156642,poincare,arb,1,2902327604461708310,5507845834831521947725
1349,11156642,control,arb,1,2893621080772246958,5491311241586553749046
1350,11156642,poincare,noise,1,1393299091883284334,2635080506777425509833
1351,11156642,control,noise,1,1393299091883284334,2635074470052056149561
1352,11156643,poincare,arb,0,23281464267758367072263,12204148494699582401
1353,11156643,control,arb,0,23238849216224889477492,12181837583131456922
1354,11156643,poincare,noise,1,2012975926323649694,3871459431431926008221
1355,11156643,control,noise,1,2012975926323649694,3871446513013727587064
1356,11156644,poincare,arb,0,57709756728625764406356,29347818610143648877
1357,11156644,control,arb,0,57598634919016904789946,29291406275171296405
1358,11156644,poincare,noise,0,3334011732030692952012,1653351797070067400
1359,11156644,control,noise,0,3334011732030692952012,1653347156563139207
1360,11156645,poincare,arb,0,31418714737944831663563,15132601411041532131
1361,11156645,control,arb,0,31346993730822034292272,15327934131822809405
1362,11156645,poincare,noise,0,2338171634930976118183,1111111250569962875
1363,11156645,control,noise,0,2338171634930976118183,1127813166495447946
1364,11156646,poincare,arb,1,4897556072211227924,10119705994666924377473
1365,11156646,control,arb,1,5012584398272339113,10358472947316369184714
1366,11156646,poincare,noise,0,178683136232969241459,84217814452314719
1367,11156646,control,noise,0,178683136232969241459,86822475545925394
1368,11156647,poincare,arb,1,1032463304235638893,2123168159952110790547
1369,11156647,control,arb,1,1031712963628079076,2121627776446144192706
1370,11156647,poincare,noise,0,4577491642876815447469,2156373870469061806
1371,11156647,control,noise,0,4577491642876815447469,2223752891282073373
1372,11156648,poincare,arb,1,2530762900692100261,5207820059518126326749
1373,11156648,control,arb,1,2563638333669672749,5275640105689981627677
1374,11156648,poincare,noise,1,1160197821403436694,2380165846588729091640
1375,11156648,control,noise,1,1160197821403436694,2380160815366725086212
1376,11156649,control,arb,0,4919031705077369259575,2395298145992670325
1377,11156649,poincare,noise,1,1881743757359348228,3850721167290174620254
1378,11156649,control,noise,1,1881743757359348228,3866033846290820657997
1379,11156650,poincare,arb,1,2885747699303349844,5882052357861886797614
1380,11156650,control,arb,1,5268031596784381541,10759182443075478738479
1381,11156650,poincare,noise,1,160945553058200244,327232906122039255097
1382,11156650,control,noise,1,160945553058200244,327232810556293804561
1383,11156651,poincare,arb,1,797170437549419607,1619519252614935380239
1384,11156651,control,arb,1,795066892808827139,1615245251615241848302
1385,11156651,poincare,noise,0,2551876985471533804640,1255626805370926669
1386,11156651,control,noise,0,2551876985471533804640,1255623946456311735
1387,11156652,poincare,arb,1,2000404614258321172,4063034599112695778768
1388,11156652,control,arb,1,1998766594822273436,4059716850863483068771
1389,11156652,poincare,noise,1,2038412459227116148,4126483398050835009464
1390,11156652,control,noise,1,2038412459227116148,4126468180085734705580
1391,11156653,poincare,arb,0,14830263767242312895865,7294185496825978507
1392,11156653,control,arb,0,14806748387375321693428,7282646441179931486
1393,11156653,poincare,noise,0,5636738943649423288101,2749504410111814156
1394,11156653,control,noise,0,5636738943649423288101,2749490650529979217
1395,11156654,poincare,arb,1,6523056433718696128,13331257166511524545187
1396,11156654,control,arb,1,6514757836402782361,13314363843054069498959
1397,11156654,poincare,noise,0,806656028158762077405,396705962268534824
1398,11156654,control,noise,0,806656028158762077405,396705676718524662
1399,11156655,poincare,arb,1,21979884715831926506,43912023977096791221545
1400,11156655,control,arb,1,21932498536927258127,43817386093031430922571
1401,11156655,poincare,noise,0,2231260273849189217907,1136046147503544520
1402,11156655,control,noise,0,2231260273849189217907,1136043846726726638
1403,11156656,poincare,arb,1,5416539280712850258,10601628822334227311586
1404,11156656,control,arb,1,5407139152422691004,10583251668722773654354
1405,11156656,poincare,noise,1,1346777683782195278,2621628393005627852391
1406,11156656,control,noise,1,1346777683782195278,2621622127243895159300
1407,11156657,poincare,arb,1,7554037075886370599,14599716008897001841562
1408,11156657,control,arb,1,7534495327018559014,14561912793554489484234
1409,11156657,poincare,noise,1,281058784268523482,539792304415982142022
1410,11156657,control,noise,1,281058784268523482,539792036871661240211
1411,11156658,poincare,arb,0,5966231973012814311070,3099475933446013340
1412,11156658,control,arb,0,5954317951041140441309,3093288095408587334
1413,11156658,poincare,noise,0,5538776161825338657939,2863659489010875045
1414,11156658,control,noise,0,5538776161825338657939,2863644991520349400
1415,11156659,poincare,arb,1,4566661463094885764,8820585623085381175208
1416,11156659,control,arb,1,4562908022844902408,8813380406702882293489
1417,11156659,poincare,noise,1,941108002389650732,1809739333480956189043
1418,11156659,control,noise,1,941108002389650732,1809736328889696652159
1419,11156660,poincare,arb,1,18234894306395519919,34534136353153953550824
1420,11156660,control,arb,1,18192793371646844323,34454346337586053088611
1421,11156660,poincare,noise,1,1521873545076023470,2837256228278149666824
1422,11156660,control,noise,1,1521873545076023470,2837248729659841054695
1423,11156661,poincare,arb,0,862255916112158284555,462891773983348790
1424,11156661,control,arb,0,866584532912078467454,465216769659031627
1425,11156661,poincare,noise,0,3594332920369054761436,1925936624182961472
1426,11156661,control,noise,0,3594332920369054761436,1925930180317052175
1427,11156662,poincare,arb,0,18818603688622929234650,9988638874653821572
1428,11156662,control,arb,0,18769396060958581457299,9962486854541819799
1429,11156662,poincare,noise,0,219173500259646354945,115404602530276894
1430,11156662,control,noise,0,219173500259646354945,115404579173392532
1431,11156663,poincare,arb,0,29828204816246356455283,15510271661620678571
1432,11156663,control,arb,0,29762235763181920816947,15475965495073759953
1433,11156663,poincare,noise,1,2018139140431964506,3923330115941189441466
1434,11156663,control,noise,1,2018139140431964506,3923316077815499312160
1435,11156664,poincare,arb,0,14746631675786442601226,7551707134176774852
1436,11156664,control,arb,0,14722855066849654605139,7539558179390443848
1437,11156664,poincare,noise,0,4973305014314789377040,2526133543889510855
1438,11156664,control,noise,0,4973305014314789377040,2526122160643039516
1439,11156665,poincare,arb,0,30768459925323363254800,15401343075717812212
1440,11156665,control,arb,0,30689988839989960621541,15361994663777738712
1441,11156665,poincare,noise,0,4535418451335536066305,2237700374042534313
1442,11156665,control,noise,0,4535418451335536066305,2237691310124521332
1443,11156666,poincare,arb,1,7036643449729110184,14205933522984810962840
1444,11156666,control,arb,1,7026098300862905066,14184701896211848666772
1445,11156666,poincare,noise,1,1547329007645814196,3101881272403888723473
1446,11156666,control,noise,1,1547329007645814196,3101872629513953941688
1447,11156667,poincare,arb,1,5765052712565082197,11488180487144795194045
1448,11156667,control,arb,1,5748998370231228439,11456156632946611913658
1449,11156667,poincare,noise,0,3101841889643235207597,1561935229464776912
1450,11156667,control,noise,0,3101841889643235207597,1561930856933222629
1451,11156668,poincare,arb,0,3071628224323351459635,1542809481000620554
1452,11156668,control,arb,0,3058074363708621913094,1535997383010229001
1453,11156668,poincare,noise,0,1835664737407257190893,920160817602505646
1454,11156668,control,noise,0,1835664737407257190893,920159296233390688
1455,11156669,poincare,arb,1,13216834420578211732,26104643935413938719868
1456,11156669,control,arb,1,13189835538411561542,26051361364147030380240
1457,11156669,poincare,noise,0,5269326471002665058346,2690820314477287262
1458,11156669,control,noise,0,5269326471002665058346,2690807433884416840
1459,11156670,poincare,arb,1,7212875447458247302,14073234372766609585912
1460,11156670,control,arb,1,7202934389708435038,14053905383014887202146
1461,11156670,poincare,noise,0,946404609352242771134,487698563798466138
1462,11156670,control,noise,0,946404609352242771134,487698142212453969
1463,11156671,poincare,arb,0,19099130487378932758328,9760855971594883007
1464,11156671,control,arb,0,19055120492411257431613,9738355680111770953
1465,11156671,poincare,noise,1,2568768912522208332,5055628797442567380810
1466,11156671,control,noise,1,2568768912522208332,5055605635395172669095
1467,11156672,poincare,arb,1,7155354504451338897,13972190117426764796403
1468,11156672,control,arb,1,7134005180495609384,13930437681534357253469
1469,11156672,poincare,noise,1,1653764198873878318,3206394069408968761153
1470,11156672,control,noise,1,1653764198873878318,3206384679142637227751
1471,11156673,poincare,arb,0,7155281166211599451031,3684445024334439393
1472,11156673,control,arb,0,7146601989859759938084,3679986662286321871
1473,11156673,poincare,noise,0,2148049368414029903547,1101827120050536286
1474,11156673,control,noise,0,2148049368414029903547,1101824963773770353
1475,11156674,poincare,arb,0,58794407236939167749007,29415271751943009625
1476,11156674,control,arb,0,58660608004562640552144,29348273583144716892
1477,11156674,poincare,noise,1,2134405331789582758,4362339686725182285458
1478,11156674,control,noise,1,2134405331789582758,4362322761322846683694
1479,11156675,poincare,arb,0,2277130714068200171155,1115094280593189415
1480,11156675,control,arb,0,2281691867322799507687,1117332179158489596
1481,11156675,poincare,noise,0,1593648915413893754765,779176957287709358
1482,11156675,control,noise,0,1593648915413893754765,779175852659414237
1483,11156676,poincare,arb,1,5702043638105991357,11615095150131735814955
1484,11156676,control,arb,1,5691234374114333613,11593093053593505609606
1485,11156676,poincare,noise,1,1556313227703916704,3151292653663500842114
1486,11156676,control,noise,1,1556313227703916704,3151283777843167617787
1487,11156677,poincare,arb,1,4091620912534737016,8246539309367789362608
1488,11156677,control,arb,1,4079220866744480293,8221524232227285190932
1489,11156677,poincare,noise,0,200969076780004331286,100040621009649911
1490,11156677,control,noise,0,200969076780004331286,100040602957972771
1491,11156678,poincare,arb,1,3919627695831056596,7849463840335755448540
1492,11156678,control,arb,1,3911241770038313472,7832671561435240054844
1493,11156678,poincare,noise,0,2409284970992059603718,1205752486043519375
1494,11156678,control,noise,0,2409284970992059603718,1205749871941182620
1495,11156679,poincare,arb,1,12098913512221455749,23962246104627395070342
1496,11156679,control,arb,1,12074994950770706978,23914926554091451918443
1497,11156679,poincare,noise,1,1989714817616021248,3895791012699606182036
1498,11156679,control,noise,1,1989714817616021248,3895777220169589051604
1499,11156680,poincare,arb,0,8792242498636373449643,4481438595313779816
1500,11156680,control,arb,0,8781478541333220186077,4475968012942786004
1501,11156680,poincare,noise,0,5519742861473384115636,2796874244952069942
1502,11156680,control,noise,0,5519742861473384115636,2796860275497736541
1503,11156681,poincare,arb,0,5041169083527348050998,2543308077118608757
1504,11156681,control,arb,0,5017982589412290128318,2531597670247406990
1505,11156681,poincare,noise,1,2604046473433790008,5161305514975340812776
1506,11156681,control,noise,1,2604046473433790008,5161281459856578687437
1507,11156682,poincare,arb,0,3209946652155307910574,1620820469327342089
1508,11156682,control,arb,0,3214206807626007307148,1622979143130959764
1509,11156682,poincare,noise,1,766444423840579220,1518957052527416672851
1510,11156682,control,noise,1,766444423840579220,1518954967418608550706
1511,11156683,poincare,arb,1,6050759703973450909,11925317791745729654756
1512,11156683,control,arb,1,6035792524603535461,11895802956234294979908
1513,11156683,poincare,noise,0,5641486995279854106324,2869832609545380678
1514,11156683,control,noise,0,5641486995279854106324,2869817931091094594
1515,11156684,poincare,arb,0,22247525087186438342568,11188476133492818503
1516,11156684,control,arb,0,22186294729629012541241,11157625779207917218
1517,11156684,poincare,noise,0,5602571265602791476086,2785616105724439663
1518,11156684,control,noise,0,5602571265602791476086,2785602116826475807
1519,11156685,poincare,arb,0,23727884154536250295496,11657966839220731975
1520,11156685,control,arb,0,23663489106501317029185,11626269925433643760
1521,11156685,poincare,noise,0,1164736198586479458315,566512622466542167
1522,11156685,control,noise,0,1164736198586479458315,566512036959720209
1523,11156686,poincare,arb,0,55948305740086882056749,26599587611184715321
1524,11156686,control,arb,0,55822913991940456766936,26539944992915484501
1525,11156686,poincare,noise,0,1428048466040807298807,663584717758873999
1526,11156686,control,noise,0,1428048466040807298807,663583895895750967
1527,11156687,poincare,arb,0,15093610363789775431440,6863761401616099483
1528,11156687,control,arb,0,15057337043150055335131,6951530728681214937
1529,11156687,poincare,noise,0,4488515243120441910582,2025682028953814169
1530,11156687,control,noise,0,4488515243120441910582,2056338527774540252
1531,11156688,poincare,arb,1,16053981743358990151,34624242465262946708852
1532,11156688,control,arb,1,16089760001748039344,34703546954195105532854
1533,11156688,poincare,noise,0,2408981298679893479420,1097273360299202036
1534,11156688,control,noise,0,2408981298679893479420,1131207212028738910
1535,11156689,poincare,arb,1,3083230973914925949,6554950388623140868873
1536,11156689,control,arb,1,3095715995319826109,6581602030651406147514
1537,11156689,poincare,noise,1,3039399035538494468,6428529666104894391181
1538,11156689,control,noise,1,3039399035538494468,6428492365236130021359
1539,11156690,poincare,arb,1,1114853332461427084,2349767475364779359077
1540,11156690,control,arb,1,1105433665753898432,2329900199908512581762
1541,11156690,poincare,noise,0,3833323754894522642910,1817656762828946267
1542,11156690,control,noise,0,3833323754894522642910,1817650461417882789
1543,11156691,poincare,arb,0,15431604724917120756423,7261488371511601840
1544,11156691,control,arb,0,15387921965818984586965,7240907931054610848
1545,11156691,poincare,noise,1,1609139560203795310,3435954289263903265640
1546,11156691,control,noise,1,1609139560203795310,3435943677525518011435
1547,11156692,poincare,arb,1,12704592106368861208,26803336458062241042810
1548,11156692,control,arb,1,12672136066221009603,26734780209851044953187
1549,11156692,poincare,noise,1,1795425097969261350,3742048783665876660705
