id,block,scenario,pool,kind,zeroForOne,amount_in,amount_out
2151,11156650,4,control,arb,1,3756263687037656131,55871799243044698052368
2152,11156650,4,poincare,noise,0,34416738748378924595166,2321483511498617170
2153,11156650,4,control,noise,0,34416738748378924595166,2321263322334594835
2154,11156651,4,poincare,arb,1,4182337578593056347,60519292981613436620202
2155,11156651,4,control,arb,1,4147826654463062456,61250618451313168843755
2156,11156651,4,poincare,noise,1,324078950045050594,4644561033280442706846
2157,11156651,4,control,noise,1,324078950045050594,4738418477763033390442
2158,11156652,4,control,arb,1,1914054717683526039,27848101992061698276660
2159,11156652,4,poincare,noise,0,17215213827245292644144,1174996886647284958
2160,11156652,4,control,noise,0,17215213827245292644144,1185138814012783901
2161,11156653,4,control,arb,1,3792695426603312287,54778435822736575067574
2162,11156653,4,poincare,noise,1,1571459463190682242,22544060438165451437043
2163,11156653,4,control,noise,1,1571459463190682242,22431692172340329398713
2164,11156654,4,poincare,arb,1,7282981737636221399,100424789038951495752112
2165,11156654,4,control,arb,1,1377792786449885332,19541280574198027792308
2166,11156654,4,poincare,noise,1,306251951119068488,4157273568829289932859
2167,11156654,4,control,noise,1,306251951119068488,4327711188558899305455
2168,11156655,4,control,arb,1,858188512245913826,12096662317814365465758
2169,11156655,4,poincare,noise,0,5690258337577421494505,402321489639368682
2170,11156655,4,control,noise,0,5690258337577421494505,404088779056923923
2171,11156656,4,control,arb,1,2879493604851302395,40331966546046527245924
2172,11156656,4,poincare,noise,1,2624651958061442440,35244873029024379734995
2173,11156656,4,control,noise,1,2624651958061442440,36329084477669991877840
2174,11156657,4,control,arb,0,10406045781211659562055,754829193639199320
2175,11156657,4,poincare,noise,1,1916367845400596942,25388671341404239590799
2176,11156657,4,control,noise,1,1916367845400596942,26353406528546703226861
2177,11156658,4,control,arb,1,155637995529640210,2130822273847151011392
2178,11156658,4,poincare,noise,1,586377030667910754,7729096496184436224927
2179,11156658,4,control,noise,1,586377030667910754,8015314392909209437700
2180,11156659,4,control,arb,1,758081758536160395,10332711576301278601164
2181,11156659,4,poincare,noise,1,590111504914252690,7763535142068237925535
2182,11156659,4,control,noise,1,590111504914252690,8020198113089533413381
2183,11156660,4,control,arb,1,3008391840945667505,40576038389736413551475
2184,11156660,4,poincare,noise,0,862874814368203002411,62405954523924524
2185,11156660,4,control,noise,0,862874814368203002411,64375963857354383
2186,11156661,4,control,arb,1,1295235352411249946,17315872178810981260922
2187,11156661,4,poincare,noise,0,10266294320634063694553,741235907739456179
2188,11156661,4,control,noise,0,10266294320634063694553,768778223727362980
2189,11156662,4,control,arb,1,2485055053228208512,33065886146586765130074
2190,11156662,4,poincare,noise,1,1808749194451219906,23965400844614461558105
2191,11156662,4,control,noise,1,1808749194451219906,23850786771061323096335
2192,11156663,4,poincare,arb,1,13073528742074711137,167324322364678932869531
2193,11156663,4,control,arb,1,1718650967970661956,22496039793146233008833
2194,11156663,4,poincare,noise,0,33690975827607445844085,2566453627640945401
2195,11156663,4,control,noise,0,33690975827607445844085,2569339074927323862
2196,11156664,4,control,arb,1,5069569202612806750,66130996831767765464784
2197,11156664,4,poincare,noise,1,1884592634474728928,23535707087746860519546
2198,11156664,4,control,noise,1,1884592634474728928,24230706658637608891283
2199,11156665,4,control,arb,1,1136766545444568130,14524681641634805925507
2200,11156665,4,poincare,noise,1,390940551840262844,4860464358948745150959
2201,11156665,4,control,noise,1,390940551840262844,4979404022546836580106
2202,11156666,4,control,arb,1,2275998642294056216,28830864985946805577169
2203,11156666,4,poincare,noise,0,30935559757359663537439,2354223025141257969
2204,11156666,4,control,noise,0,30935559757359663537439,2441318267654063096
2205,11156667,4,poincare,arb,1,14952498804933249886,186028402478584643523418
2206,11156667,4,control,arb,1,5962812783183988712,75017178024658297475674
2207,11156667,4,poincare,noise,1,2627403124649402474,31575910066395073419710
2208,11156667,4,control,noise,1,2627403124649402474,32480065433256500510483
2209,11156668,4,control,arb,0,371589366888962943258,30217798843619965
2210,11156668,4,poincare,noise,1,2286536067931310208,26656289883114051828347
2211,11156668,4,control,noise,1,2286536067931310208,27989759455716702783915
2212,11156669,4,control,arb,1,73637260364351225,897115528236691843746
2213,11156669,4,poincare,noise,0,23417468692919850485107,1911686777671218157
2214,11156669,4,control,noise,0,23417468692919850485107,1915025348946481803
2215,11156670,4,control,arb,1,3032047511947121127,36993463629127462300723
2216,11156670,4,poincare,noise,0,2823337521771409823966,229508499932879112
2217,11156670,4,control,noise,0,2823337521771409823966,232715926694189706
2218,11156671,4,control,arb,1,3652312021720077964,44007728453750345928563
2219,11156671,4,poincare,noise,0,18749716087103912217795,1518876422741108476
2220,11156671,4,control,noise,0,18749716087103912217795,1562626769730385489
2221,11156672,4,poincare,arb,1,9958556614308702413,118740181126873008271480
2222,11156672,4,control,arb,1,2741562110118443643,32818321442106821308070
2223,11156672,4,poincare,noise,0,28674889821058044900142,2396470705222534060
2224,11156672,4,control,noise,0,28674889821058044900142,2397082844400409384
2225,11156673,4,poincare,arb,1,4992410123524174415,57180757618950263130645
2226,11156673,4,control,arb,1,4849972391870962469,57735245950937161082125
2227,11156673,4,poincare,noise,1,2660989520040007806,30038402292545215883147
2228,11156673,4,control,noise,1,2660989520040007806,31207874629571891976190
2229,11156674,4,poincare,arb,0,12750937618093109224297,1089808301496367658
2230,11156674,4,control,arb,0,14805086715764565760573,1265870831973123826
2231,11156674,4,poincare,noise,1,1646224818760281126,18278405876389554198304
2232,11156674,4,control,noise,1,1646224818760281126,19239114662863420213637
2233,11156675,4,poincare,arb,0,2331204388678712361911,199985955608849157
2234,11156675,4,control,arb,0,3156186777099210284061,270798378334067802
2235,11156675,4,poincare,noise,0,30111169764645305366870,2569332352378857480
2236,11156675,4,control,noise,0,30111169764645305366870,2569057655647674769
2237,11156676,4,control,arb,1,6166701005405665052,71769030384957448476766
2238,11156676,4,poincare,noise,1,2728624749153395492,31036056367533737495315
2239,11156676,4,control,noise,1,2728624749153395492,31206088677249680994439
2240,11156677,4,control,arb,0,11734726152831623548154,1029484164630941533
2241,11156677,4,poincare,noise,0,13609057353874180001585,1164936789881527119
2242,11156677,4,control,noise,0,13609057353874180001585,1188761495944267088
2243,11156678,4,poincare,arb,1,7591466673842782602,87599092535058615170199
2244,11156678,4,control,arb,1,2299159855848161144,26264101851781800913477
2245,11156678,4,poincare,noise,0,3830856227840412856935,336645026485233539
2246,11156678,4,control,noise,0,3830856227840412856935,336640352396093640
2247,11156679,4,poincare,arb,1,4158508091178479045,46040027091448982936892
2248,11156679,4,control,arb,1,4077543156610164140,46065579638929646869689
2249,11156679,4,poincare,noise,1,1118272696930107924,12259318218390107924120
2250,11156679,4,control,noise,1,1118272696930107924,12506953201074976833989
2251,11156680,4,control,arb,1,1683608003945807234,18728331779709313874096
2252,11156680,4,poincare,noise,0,20280765668231358630751,1810523961004929321
2253,11156680,4,control,noise,0,20280765668231358630751,1822677066171681663
2254,11156681,4,control,arb,1,4601455503603451773,50927920270058914580430
2255,11156681,4,poincare,noise,0,5173860371349641854890,459905956288990872
2256,11156681,4,control,noise,0,5173860371349641854890,471195211958992181
2257,11156682,4,poincare,arb,1,8941585151897938442,99000503369035028529397
2258,11156682,4,control,arb,1,2462224472351806348,26933394176909438436413
2259,11156682,4,poincare,noise,0,895490734973979861916,82238077399162169
2260,11156682,4,control,noise,0,895490734973979861916,82237803208663977
2261,11156683,4,poincare,arb,1,3721039337089949617,39440460383394282727332
2262,11156683,4,control,arb,1,3643598921188691732,39407932595660411365617
2263,11156683,4,poincare,noise,1,2056391968091181884,21567013329617128523524
2264,11156683,4,control,noise,1,2056391968091181884,22002287712778376981865
2265,11156684,4,poincare,arb,0,4848558563745446833685,454368378931012002
2266,11156684,4,control,arb,0,5819083751009907548898,545421883663958218
2267,11156684,4,poincare,noise,1,2145809688828889790,21913606801856278063150
2268,11156684,4,control,noise,1,2145809688828889790,22824705178761116118194
2269,11156685,4,control,arb,1,1482374222402835376,15660619653805084800272
2270,11156685,4,poincare,noise,1,1354789658699392766,13605598207213525145091
2271,11156685,4,control,noise,1,1354789658699392766,14236841471657481670750
2272,11156686,4,control,arb,1,10038599483521358,105221758108494580067
2273,11156686,4,poincare,noise,1,449892425406223464,4503700268684143095729
2274,11156686,4,control,noise,1,449892425406223464,4711594441275944098144
2275,11156687,4,control,arb,1,2132705306927076277,22227909715861243048915
2276,11156687,4,poincare,noise,0,6244486011177334337396,592417678998557615
2277,11156687,4,control,noise,0,6244486011177334337396,600854920562512961
2278,11156688,4,control,arb,1,4095722793518168539,42290551670232968177172
2279,11156688,4,poincare,noise,1,1027902971162387242,10344069350389486645673
2280,11156688,4,control,noise,1,1027902971162387242,10513339253265186763930
2281,11156689,4,control,arb,1,1458706183883514422,14851320108362284046292
2282,11156689,4,poincare,noise,1,273149280985238106,2740820919086988552096
2283,11156689,4,control,noise,1,273149280985238106,2772120201877538229827
2284,11156690,4,poincare,arb,1,13436485125795780662,131756208292649575400768
2285,11156690,4,control,arb,1,3760382599187911875,37882025878079243996378
2286,11156690,4,poincare,noise,1,363719661006206502,3482411440877950494300
2287,11156690,4,control,noise,1,363719661006206502,3636527890542335593817
2288,11156691,4,control,arb,1,3330752238707861417,33078227367712408874069
2289,11156691,4,poincare,noise,1,2606627725826923004,24655055365180930219519
2290,11156691,4,control,noise,1,2606627725826923004,25609341529954753680535
2291,11156692,4,control,arb,0,826408853246131488183,84500236110234450
2292,11156692,4,poincare,noise,1,269063762045373156,2532555317008581624454
2293,11156692,4,control,noise,1,269063762045373156,2630556055707240596556
2294,11156693,4,control,arb,1,3322481395343662323,32273608156081740221538
2295,11156693,4,poincare,noise,0,14633957497056745604490,1473806182199523788
2296,11156693,4,control,noise,0,14633957497056745604490,1511450839007646165
2297,11156694,4,control,arb,1,5101259078418380458,49074641223635955350145
2298,11156694,4,poincare,noise,0,15501628345255883635640,1552796576363929912
2299,11156694,4,control,noise,0,15501628345255883635640,1621465555512607767
2300,11156695,4,poincare,arb,1,17797632745259102951,168981562294185634559128
2301,11156695,4,control,arb,1,5462964206544923395,51872138748836045333094
2302,11156695,4,poincare,noise,1,1484508942881347488,13634851878657487171980
2303,11156695,4,control,noise,1,1484508942881347488,13922839093504169667154
2304,11156696,4,control,arb,1,155576987634870002,1454893220139819855673
2305,11156696,4,poincare,noise,1,120610897913179452,1082194117894326733928
2306,11156696,4,control,noise,1,120610897913179452,1127354653309204094805
2307,11156697,4,control,arb,1,3416847189471777016,31739197894081234306264
2308,11156697,4,poincare,noise,0,4801348430009315618547,512602608374762153
2309,11156697,4,control,noise,0,4801348430009315618547,519526831093161652
2310,11156698,4,control,arb,1,4021453065979669996,36938415200412193608192
2311,11156698,4,poincare,noise,0,16339198775830986109679,1737633047814908884
2312,11156698,4,control,noise,0,16339198775830986109679,1785817481203669676
2313,11156699,4,control,arb,1,4914780364000170297,44723399939338632954577
2314,11156699,4,poincare,noise,0,12906863833916501806237,1365254118819996392
2315,11156699,4,control,noise,0,12906863833916501806237,1427024272079271137
2316,11156700,4,poincare,arb,1,17714600854863119258,160193193204949882574575
2317,11156700,4,control,arb,1,4757502070196153884,42782605253105697820271
2318,11156700,4,poincare,noise,1,2294033658351972518,20058237187003154734332
2319,11156700,4,control,noise,1,2294033658351972518,20379633572135623661009
2320,11156701,4,control,arb,1,1378310345130312908,12167527463367080579464
2321,11156701,4,poincare,noise,0,23085009503607901460739,2595542192708663293
2322,11156701,4,control,noise,0,23085009503607901460739,2609488958062879849
2323,11156702,4,control,arb,1,7107415196109661189,62395339738247392864187
2324,11156702,4,poincare,noise,1,2787805767059512062,23790034568105766959335
2325,11156702,4,control,noise,1,2787805767059512062,24064067584842333391714
2326,11156703,4,control,arb,1,344999692259287354,2962225017223402671979
2327,11156703,4,poincare,noise,0,2038548308080972892855,230221494375734861
2328,11156703,4,control,noise,0,2038548308080972892855,237465593491291465
2329,11156704,4,control,arb,1,3767541955714601210,32150908623168927074549
2330,11156704,4,poincare,noise,0,4941663711293956362441,557344433804356556
2331,11156704,4,control,noise,0,4941663711293956362441,582200197769143381
2332,11156705,4,poincare,arb,1,18086138902258460117,152311719587498379882478
2333,11156705,4,control,arb,1,4860032046176685865,40956958299813977508658
2334,11156705,4,poincare,noise,0,15980243073065686275433,1904530700117014028
2335,11156705,4,control,noise,0,15980243073065686275433,1905674411932983363
