block,scenario,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on
822,6,8450141590771123884297,8415972029220923756915,8414210926519387090747,0,1,424892673742574700,10590525011409589459798248,10069863920951157155061707,121197071632630078233759,187725432095269807977084,123037241395739395044165
823,6,8601925916288145048925,8576775420407888958789,8575478011549199062433,0,1,61729318191898214,10685206516228319838591211,10159889551660130789442592,121835026630482007283637,188343696276531526585018,123037241395739395044165
824,6,8647534805309633801892,8731113795636864219437,8735446185235113356326,0,1,237911594307730279,10713608884472691991927737,10186906881834766703191345,121925431263350760071877,188432850948459478908632,123037241395739395044165
825,6,8754342588502705623185,8675162912667580291301,8671098161463480893443,0,1,428044182458410451,10779555587375873941744175,10249610166041022382166374,121934943141811539740164,188438833162460359824501,123037241395739395044165
826,6,8647653731733955657385,8654984501879667452886,8655363624582949322720,0,1,283733846224682012,10713559615347933682442870,10186847666668520803312074,121948452131798215860024,188448166920432051966399,123037241395739395044165
827,6,8506030717498046027226,8448455350532434326753,8445494318342276740956,0,1,227565353350324987,10625529550790506097218507,10103151506597440540764968,122348728318716221231594,188830687374410608400571,123037241395739395044165
828,6,8433515013048277617386,8363802761869242203525,8360221809857916688239,0,1,216731058309973210,10580170278400253484822800,10060025239454451178740020,122352871497986235693230,188833220953478330658767,123037241395739395044165
829,6,8252980787302274351833,8274431395811171290831,8275541258782043611143,0,1,341038492341559920,10466232757901773857116057,9951680961434172038902987,122585644366078897183962,189040566536071345723416,123037241395739395044165
830,6,8151968394342634124732,8125755739812432671430,8124403850706465826379,0,1,456135579635280276,10401989538170412680694656,9890596609696347925688178,122874731644052928646539,189320408646848418728663,123037241395739395044165
831,6,8318206400553367538314,8247546029253175140177,8243168519771589636977,20000000000000000,2,602579705698747380,10508050583923448713020174,9991022271259535656008282,123594412499273293229213,190014470499548181423716,123483978999826004694581
832,6,8405584894367426980473,8353989061005662768950,8351331888956474115280,0,2,255775236820299536,10563051208144393717730300,10043310015559647660241601,124070101028793164440331,190492408738355933574042,123483978999826004694581
833,6,8447818067368767141687,8425920699726398903554,8424789817406343117910,0,2,18334137091860803,10589513286096028795899370,10068465903209993719657709,124235228009764164552264,190658481820453542438881,123483978999826004694581
834,6,8621938044224110960167,8614739561463850008933,8614367281615618623166,0,2,120624738579287641,10698080080600904439169316,10171689952581716136095828,124942470267636675686534,191338797279439066383371,123483978999826004694581
835,6,8717326227890892815562,8669077409131667903436,8666591417056976128372,0,2,389708315765817243,10757136497909807552601728,10227844628742989496656540,125130903544311821057772,191519269328362382342125,123483978999826004694581
836,6,8558895852075984767669,8639919062471844324362,8644122443324083325615,0,2,449453690515892151,10659014374124963299783827,10134558258536879766048746,125348897769354432997312,191717346687217421034045,123483978999826004694581
837,6,8380271087631077201795,8359239746312745749668,8358153518803963563475,0,2,360261569663872535,10547091999881401568325762,10028131861711583476487252,126576391466268094964488,192921947824175730130573,123483978999826004694581
838,6,8219551246795178531169,8173077458868204040202,8170683150756488526722,0,2,224474032593980494,10445498157807344059800545,9931540252556747426331185,126947188398359739947505,193269083578442798005317,123483978999826004694581
839,6,8169988089391609116236,8196949551641365877168,8198346029983279975400,0,2,432447189679807515,10413930109533893626910777,9901522677932592954689261,126947374459956181102407,193269092535757904805568,123483978999826004694581
840,6,8122122074911013907467,8045418840574680817270,8041479015158323724118,0,2,372852192139261672,10383481696247623530312707,9872582795715218480005972,127056530122632920449345,193376768860990549072692,123483978999826004694581
841,6,8266748621793530859822,8300552474185427296482,8302303718128907690518,0,2,529418564554914159,10475424415541882999227309,9959991981010724386508931,128020929819872529377545,194327115011003571013710,123483978999826004694581
842,6,8318361686045273097998,8245130302615821360359,8241366888837936570637,0,2,4797687783573421,10508155777486009997018299,9991120968108364110727134,128026963423101008092824,194331777997842434682745,123483978999826004694581
843,6,8442054239354613284555,8459014760204175108662,8459892939141558652415,0,2,88651342974540310,10585896547877496412464341,10065026761880711930910776,128764143645737298281531,195060063400474562268770,123483978999826004694581
844,6,8517202408241898855292,8548443059285524269474,8550061335547687895515,0,2,223846228958660854,10632920567900442861534909,10109738262758566805969393,128826604142615751499173,195117665566982676059142,123483978999826004694581
845,6,8565556112542241318560,8617173773430310453099,8619849234042006987623,0,2,323520556157055948,10663090607996209249492035,10138426863429099696603148,128831935078515531257640,195121820118941412266384,123483978999826004694581
846,6,8428837619469989794964,8466425611004413897466,8468373084833403402418,0,2,397204029102489052,10577627676773701121697114,10057166855517695317766009,129477617281243362073871,195753101591888347826617,123483978999826004694581
847,6,8273689683737791226297,8291691209614606517164,8292623330280443230827,0,2,74718415823445103,10479805638859569555261430,9964156055194650805588845,130172281007288612410998,196426844498370291779757,123483978999826004694581
848,6,8084195951970543042510,8096073941799372804467,8096688871229347713466,0,2,198518348698970160,10359096783809856252151178,9849386237330336047643921,131003950463758056328884,197224622808286919242077,123483978999826004694581
849,6,7952634574650270743758,7928989438655827300764,7927768661605767128421,0,2,412328466839953408,10274468205658900028935400,9768922605692141937076415,131414354325405593854680,197618155989380554309954,123483978999826004694581
850,6,7866239009507827913246,7830309071673563091646,7828456382197683514345,0,2,544887071343740671,10218521534545574000907596,9715730295099968991057882,131494993049837646470731,197691884144975070391838,123483978999826004694581
851,6,8003433406332486553706,8061687598991649776490,8064708032349736044646,20000000000000000,2,610791291801980070,10307287283546748102919976,9800132526983390486910867,132111161634654286277648,198290481951261713004288,123483978999826004694581
852,6,8134698698053330881349,8065748473508838365061,8062204147616948945513,0,2,133640888015554765,10391494858043092791663380,9880199389098467165670306,132216744206365451840127,198382700752543328607662,123483978999826004694581
853,6,8245689688445067713773,8285179471621372759838,8287225655640316156363,0,2,126428012269642647,10462081294773631994093675,9947306208317952112103176,132853397933030878825356,199012385681002068523008,123483978999826004694581
854,6,8400949890611765610362,8325070877494524998240,8321172109913284428257,0,2,208917304071873261,10560197095231430536504567,10040602235615902221117112,133107575510790759883710,199245531848088864258510,123483978999826004694581
855,6,8511114498288410512805,8431257757314813597077,8427155753839228795946,0,2,258307959084451191,10629220061601339574534542,10106229929713466816763463,133756581227532964601297,199889038258143903936850,123483978999826004694581
856,6,8404723761942719925448,8356687725229858541400,8354213051180900515329,0,2,384964325893614440,10562503436226632602728271,10042788523474832972776654,133769699127371949447268,199897956790231342737179,123483978999826004694581
857,6,8295129893481889552078,8369204711510111062804,8373047082660280773581,0,2,204716472643072556,10493472867156467353761743,9977160615487388782379343,133841401371162605206189,199960778466853016123680,123483978999826004694581
858,6,8151742446239616579398,8229139862678763854585,8233155171212459609552,0,2,225932367606955557,10402397144100358203669398,9890567449820450787353854,134742667307207385398375,200847839348919941431872,123483978999826004694581
859,6,8044287261948189902345,7987625404528833445409,7984709431560773019822,0,2,109075169166703156,10333557387265545543037963,9825109707354590305270196,135409400783649364100243,201509282123791045295746,123483978999826004694581
860,6,7860416715801526199950,7877640452107302996984,7878532302369120603502,0,2,444174168861702508,10214718508364590418628040,9712112311563070697068506,135738479240527601712613,201808097821042490325687,123483978999826004694581
861,6,7980515307659556567705,7984918916359772818635,7985146838447180339977,0,2,543970934009284339,10292451797193226101441785,9786020220244368492791586,135955057897246154214036,202010442118920315800733,123483978999826004694581
862,6,8084972274147859180363,8074223023246367799598,8073667327443613869379,0,2,266642268613014985,10359593662523757744360969,9849858617166236318201760,136155857440306376120313,202200487229613679332503,123483978999826004694581
863,6,8174399718339443394124,8131943088847759648483,8129754944143759523428,0,2,69241390788527181,10416762561316241217721054,9904217895629683159754318,136353834088456155724728,202390829813863141993823,123483978999826004694581
864,6,8338907505608654003441,8413712804356525766442,8417593107709002318603,0,2,49366364601639853,10521127068036646521511801,10003454236842817776895142,137184523519901751759262,203197651317360119496211,123483978999826004694581
865,6,8516050855518234755114,8587323541215437653773,8591020022477183454119,0,2,428382029653876133,10632276243053022383927253,10109133143443014121859469,137378780611105380758036,203368530716354746195940,123483978999826004694581
866,6,8437060254276831360882,8401892845133181561774,8400078900601344465548,0,2,559896324032745978,10582782736558194811343211,10062067952594737797322143,137791027398440001153243,203779837573857212101660,123483978999826004694581
867,6,8299002699920156238227,8260889325632882459237,8258924088356679728428,0,2,193139910197724579,10495846266432856917898365,9979409595522276602949869,137990217025611464494202,203962646820081324087075,123483978999826004694581
868,6,8113981551963882310068,8161654955573634866594,8164125879174420029387,0,2,28273249606398361,10378204611915045381428956,9867558086367783256273876,138407903463429351503193,204349319384246213133244,123483978999826004694581
869,6,8035712066305075446659,8045097834352068558378,8045583701796532545973,0,2,166355298538337447,10327985395050118980890611,9819805554697235001778869,138720125604040794007332,204657847978459686884461,123483978999826004694581
870,6,7986683666875267190995,7996151544993222610699,7996641665226236811540,0,2,311839587022468616,10296430102961553036448874,9789802919557123481257704,138788474852045612042451,204723915722271584566259,123483978999826004694581
871,6,8056565356153104206568,8069591961523964186768,8070266381474689159172,0,2,370133875139800035,10341379282335265808835108,9832540569721145816898033,138861711476115170239589,204792419359506163837558,123483978999826004694581
872,6,8158043699386646113303,8103146039189685487227,8100320150580402731596,0,2,182540778366502206,10406360009766334178903559,9894329609475027885554035,139016300372385514798676,204937156900178532566053,123483978999826004694581
873,6,8251331125697400830886,8324219783123438862873,8328000531634355585339,0,2,97306031013703178,10465730919056863303823569,9950783437229862723982145,139445933517467297687138,205361526443600498968726,123483978999826004694581
874,6,8434494082641407302558,8371621071004934462792,8368386510872357594126,0,2,307450853281015548,10581224182791201568671997,10060591219088214602534610,139675011963212490254526,205564562237524132792310,123483978999826004694581
875,6,8607908665754061662887,8632352858378283910800,8633618801219136692534,0,2,368841535062402788,10689382539795280335551358,10163421356827573740310040,140710191784481073144461,206576327685539480529441,123483978999826004694581
876,6,8497865865042208211879,8514641419386467008404,8515688507064704379385,20000000000000000,1,605153170515325070,10620936995182549496534000,10098242534447177678546772,141037519761901008916939,206893389890978783814100,123589441374263865854183
877,6,8309945312506038026458,8250659237453503333695,8247607817128226844306,0,1,327104021980301895,10502907760821922588524992,9986028101177365256848626,141814939110970729265371,207640038925565145134429,123589441374263865854183
878,6,8234610503734417119702,8162416144699115148840,8158705165666786623440,0,1,113301496320330077,10455226026896663701756277,9940696385252154047788908,141819893486896998522020,207643129635283249271302,123589441374263865854183
879,6,8174615803614467615632,8111256045916155296196,8107996553355653251792,0,1,223304460698051436,10417047574095854169574203,9904394568676753480193070,141822797914846422508841,207647828801481430285054,123589441374263865854183
880,6,8084041937850127730059,8111212235275219197050,8112619837790452739519,0,1,287876710163411936,10359113123773626205474348,9849304811193749806795076,141837423161940846833153,207658607118988907322102,123589441374263865854183
881,6,8156050322824611150233,8103503699176031966937,8100797667855790804367,0,1,287940277932481090,10405187292019406235131604,9893115507762071514243067,141876949385389452045712,207693859475048645961444,123589441374263865854183
882,6,8320489316156118912216,8346863641664041978260,8348229939128398944021,0,1,301657314847744931,10509514723393233738588647,9992304455665354105545083,142794253564278566015250,208588206521129946473290,123589441374263865854183
883,6,8389307738280125776621,8469701490712461702570,8473873186970836326082,0,1,255928084245944525,10552993878923686874864945,10033654600142329097636516,142828189920328725871307,208618423904251626091733,123589441374263865854183
884,6,8545431335058029541062,8629204113485771245302,8633551398921101681891,0,1,411510614923355972,10650741554209951275952173,10126592431104582312032439,142933680718321740574574,208707933160179543106185,123589441374263865854183
885,6,8701340066186179711077,8655258270838851098170,8652883002507215984081,0,1,558782065947403837,10747372145890843531351588,10218458537780597495168921,143026781976138150260723,208786065461658283197170,123589441374263865854183
886,6,8555794356639237770917,8475982953783331472573,8471882271813151442489,0,1,580011420942230537,10657187892091217701893712,10132720546355976115387500,143204747125742910816395,208947331555778070935280,123589441374263865854183
887,6,8431097553192702287481,8388724404299738954286,8386539828731532309643,0,1,114598717758433403,10579158427319584299537937,10058522796340121291123758,143242028766089849993276,208976611684083962099685,123589441374263865854183
888,6,8366760380502864490657,8317737260911148635058,8315211512397185405595,0,1,57057240288426196,10538728732324606220920898,10020083995343900576268403,143251083313162142871019,208983595091017820425208,123589441374263865854183
889,6,8256541085169677905788,8255236148459890110335,8255168612052910090599,0,1,185780399174245275,10469037612136620047993165,9953818046688552274757637,143322444245210496841975,209045977968406429144771,123589441374263865854183
890,6,8068261717894859661152,8133923653311981040703,8137329624151601431351,0,1,292875326508136643,10349068004631651060466009,9839761141176327052119843,144001410829949794148699,209691069149643990975273,123589441374263865854183
891,6,8225910693775992939616,8171841545407938234445,8169057395851313736135,0,1,465394745866462898,10449657150372552960669329,9935397090826571986820710,144166597680058738105904,209836650381788025449795,123589441374263865854183
892,6,8361109020735894676316,8328979860268870131848,8327321866370477946939,0,1,337274010816953327,10535142963074323467466046,10016672077659011848023584,144857002105312227420432,210512761473154447761083,123589441374263865854183
893,6,8430532130536107527843,8350080268116677740337,8345947386162040321145,0,1,76193697643019401,10578891693737976310516696,10058278049548792677490699,145051213040604793005005,210703531197213220487105,123589441374263865854183
894,6,8574114692903678728511,8652281240960023488473,8656336874312665680007,0,1,121306368009026873,10668584489938098750297430,10143555553948254348564664,145986065100424649162574,211625927249216182994647,123589441374263865854183
895,6,8718242784310146896460,8682207358344362149927,8680348213522422228987,0,1,527001720839019178,10757790845122451904563787,10228363002194244276719891,146063627751184876185473,211690852681930947174280,123589441374263865854183
896,6,8601402928483390529970,8522071647017308877976,8517995291655511503317,0,1,552106409262909620,10685552751632135971911421,10159689232831180056662614,146180408395182650935036,211796858321599126288228,123589441374263865854183
897,6,8518608677955404213673,8496960689891216284438,8495842415346015474564,0,1,143180532187509647,10633895085904935741237113,10110563147290772728181870,146180627971451976633225,211796864874702960425068,123589441374263865854183
898,6,8335180202391660906627,8370371191634954498697,8372194730270512864971,0,1,86463597168488944,10518798746082732166538689,10001132604179175565556405,146666518956861314101037,212252538913952103337954,123589441374263865854183
899,6,8181913977515020153775,8174961728848778181785,8174602114737189853836,0,1,174078289204641920,10421618699059186347192302,9908732883205021926360546,147342068157524559637695,212907189009758153911645,123589441374263865854183
900,6,8020150311733932630610,8038746525221740475641,8039709669984496371339,0,1,438812972362168521,10318088074687695390653650,9810297981988144351961928,147813519380860623774826,213353377997713936099217,123589441374263865854183
901,6,8095618483856783447387,8153617601989136956087,8156625329393035456132,0,1,563278641473661960,10366579169822534290992856,9856408610349296258252109,147877921382962228985871,213412547035567051539469,123589441374263865854183
902,6,8168969174041206069751,8202575990639816764850,8204317390875772773169,0,1,266733124119693931,10413392287951404499080809,9900913441737439228873269,147882527016139728545414,213415377171701551638335,123589441374263865854183
903,6,8352848964788971791185,8394295945972628349460,8396444075265128792745,0,1,151526518710248137,10529950506990491977641582,10011736444141264281120590,148316340393029414744823,213818251594968593872048,123589441374263865854183
904,6,8424769514055409732290,8412079114219858221020,8411423027099530235870,0,1,199633685075150089,10575156984718040106189749,10054715197342388710581263,148333698432323266815681,213832506988369269007591,123589441374263865854183
905,6,8558044873170762671123,8485447459955443360486,8481714918413417188684,0,1,226635950071686498,10658569100813969148060525,10134031736623459688810215,148727993202665549230425,214210804201477029177602,123589441374263865854183
906,6,8387701249082834956428,8327971896470283192595,8324897628433941121955,0,1,340724354953378177,10551930811689418064875207,10032638554934394218209347,148905052073966026203527,214366606594103569863777,123589441374263865854183
907,6,8214356129784139170345,8187826486636452112271,8186456785697674178826,0,1,40822596389391875,10442272383271566981878313,9928371407198397045080351,149151351709405209579401,214588365370567766310675,123589441374263865854183
908,6,8026938770643793690897,8064158360577507800184,8066087227153391191118,0,1,274605465823384494,10322474589719299204137098,9814470707302037610731672,149659521888247296613676,215063414635734352444622,123589441374263865854183
909,6,7907162877129184083654,7924773424359437806350,7925685497096221973898,0,1,430262454240752915,10245149417994425098650153,9740948844424385709159403,150154529792654010803991,215545581674960588544770,123589441374263865854183
910,6,7729541762116369951865,7766485829759640506746,7768400489123163605828,0,1,564185111929133464,10129448338531565659209382,9630944101035888465518566,150942368991885298090118,216301576397791863103928,123589441374263865854183
911,7,7736857946596592596522,7788697440676884163804,7791074049378508261035,20000000000000000,2,674766288700284995,10134462626847393948739556,9635529419153368305651593,150942368991885298090118,216321514309239552682215,123589441374263865854183
912,7,7748707418990419722678,7796765986962964780796,7757172068983043625319,39732496633328664,2,602809389125038255,10142212362291461702007494,9642847957830781115707983,150942368991885298090118,216357351644818957668261,123602877570884466903302
913,7,7743922703836584101275,7838116626343262196075,7787270063433119335449,19732496633328664,2,572196420854050656,10139217350110160459465934,9639906447537138135875292,150942368991885298090118,216360872975132737991841,123691974274868245712653
914,7,7740504907887972248441,7766235790663323600716,7666332974392878945636,0,2,401284309439089607,10136808359936447421164972,9637853066929713731196220,150942368991885298090118,216404582344045923915292,123691974274868245712653
915,7,7745527189188643324687,7774739763646627948213,7776253920712797009110,0,2,515867755709266416,10140100367708192996275772,9640886396324676820302992,150951405305392078837442,216531865669671778506600,123691974274868245712653
916,7,7758686903587192562250,7753525223655480654292,7753258086375152219641,0,2,473981036261817421,10148693353558241430387959,9649054577873944639086365,150956824699752609274567,216538034914418541529280,123691974274868245712653
917,7,7756456363961428562448,7752728039026117318109,7752535055398577569320,0,2,515741880953219586,10147234159656539778336015,9647667195640953714245675,150957005903984553125157,216538240038676445526583,123691974274868245712653
918,7,7743311591992002367741,7815356774545174642324,7819096439273267705821,0,2,517543558571279779,10138740721792199785880015,9639602828284111845014357,150958877802002605943402,216539947620601728949292,123691974274868245712653
919,7,7748512182893392978114,7686167052626026995518,7682959264056413507184,0,2,112638623022448624,10142118863702070448302896,9642812045048435430033461,151052418064377683565095,216639064669198353188168,123691974274868245712653
920,7,7753844987705432457410,7742507987660149414121,7741921622327676780407,0,2,475228160663355993,10145528296521574306165130,9646045559820748289890982,151149883301203759507873,216740766509923768235314,123691974274868245712653
921,7,7756900784502655569257,7791594114725112084726,7793392682158949217619,0,2,205449546139389004,10147549825369199010611070,9647969839538406871022441,151154258426777797940098,216745272421776875593241,123691974274868245712653
922,7,7768188267108593402492,7810410125721454556905,7812599536889919271536,0,2,6382977720228639,10154942280758102061615382,9654999564072123277007038,151165747587761231774639,216757936312839473333160,123691974274868245712653
923,7,7770939114158093462020,7810084811030283017007,7812114497164703969184,0,2,67112701064575939,10156734892581288860541765,9656703394031289196229971,151198336602456817082131,216792443923416021530312,123691974274868245712653
924,7,7778224049712906859457,7784215124377553274274,7784525411728388667899,0,2,65433138271042002,10161463220373589362094436,9661195779969444302297818,151219561317895845500126,216815270769180166756039,123691974274868245712653
925,7,7778296040799259432827,7781846459249764262506,7782030325947463463620,0,2,78915370637616769,10161509756345036374200585,9661239975561803439638432,151220296301872590870733,216816044722250363350148,123691974274868245712653
926,7,7777722281391026898286,7720544892480018214513,7717601369440699860076,0,2,93005021730638492,10161203858434005644265669,9660956082139973086569622,151220653239142494109840,216816415012149763000450,123691974274868245712653
927,7,7763000295458829315434,7778199358096163263990,7778986787331858704927,0,2,394080721222806939,10151518304578689638091046,9651740884751511438348122,151258814996929073537428,216857919371679006149128,123691974274868245712653
928,7,7775697241440216701567,7725320901419700581746,7722725700928430064922,0,2,2689809930626565,10159865476437607793402252,9659682030002777566711536,151258946456548225442174,216858135384647538788346,123691974274868245712653
929,7,7763497682847202745555,7710360952320497151340,7707624342072558275540,0,2,245473292420468661,10151898512636933886948539,9652107919438914602094921,151289783925623366357323,216891587547766022828857,123691974274868245712653
930,7,7772145799133392536649,7715967255982931644737,7713074870714879933992,0,2,305523020664191737,10157558201581896203767177,9657489672872147665772288,151370664280172792346568,216975478683350633894072,123691974274868245712653
931,7,7765447723731892806028,7723513253082797028207,7721351095749898042565,0,2,258573135313033994,10153150760004227807341253,9653296234560022523832210,151422522650367091170543,217030737433950377074808,123691974274868245712653
932,7,7772799619995258901796,7728201541687525656891,7725902663591265879323,0,2,186824065601139637,10157960657892959415477884,9657869819311212709358120,151473900377431977223520,217083980523227329517063,123691974274868245712653
933,7,7787280874180659698446,7750629436597642710978,7748738634755560176127,0,2,136544894548437363,10167404944947553451135731,9666847760136983024686032,151547610007631661736930,217159643814782189449497,123691974274868245712653
934,7,7774114223080809663021,7766176445885867201596,7765765750010239868030,0,2,92858484608745642,10158778901658985547295202,9658643672984417320627332,151559233497933224993014,217172549352811319160133,123691974274868245712653
935,7,7767585613582334824609,7824516385383167467453,7827469984943687393313,0,2,227615344800774962,10154578758674101937798019,9654657000966102014188538,151559275281074298441650,217172615612743616642077,123691974274868245712653
936,7,7781704310893114878692,7766103853575074976238,7765297322281235358660,0,2,543911058203790795,10163740634005986348124718,9663361512835125926197722,151597519242119927794206,217214151228753409741587,123691974274868245712653
937,7,7778228875409501434580,7782027787322668576547,7782224524485605862236,0,2,20753389283498976,10161465922379118769635819,9661198303492455921620455,151600610586904737072478,217217494745399476010932,123691974274868245712653
938,7,7790622386735889557128,7771432379478156119427,7770440630868727354434,0,2,122368893023745478,10169565560897043791830921,9668899931836240078289432,151602159397807998273754,217218900625436172224139,123691974274868245712653
939,7,7775215223613178641686,7833639889114434214844,7836671138732379706769,0,2,33225068138221549,10159568083942737649611477,9659401043161415745635729,151602460147791455799417,217219356212555531729826,123691974274868245712653
940,7,7761210123783810159073,7766012897523030499186,7766261630971193821770,0,2,388492838686979997,10150343382853698809045610,9650623365490526646286389,151711938813610285075457,217332296018220313984987,123691974274868245712653
941,7,7771353869639964328468,7776212339832778038035,7776463958195119785975,0,2,74053226333196814,10156974374492199841820025,9656927902264794925290365,151712538908826323532480,217332814648376666856787,123691974274868245712653
942,7,7774172697900873964225,7795686728440545797158,7796801558515141481226,0,2,10365561237855737,10158825480297075999790025,9658688803549289907017898,151712626294183306188268,217332919491569099892481,123691974274868245712653
943,7,7787294796498141442041,7809581043418121072978,7810735917371619155359,0,2,114687750650234158,10167396126864415321333448,9666837570183651546130926,151714100649615829056790,217334718180456880514242,123691974274868245712653
944,7,7778919490651221974725,7751527644835432029942,7750113206131367938160,0,2,202526562715130500,10161932524821179511234076,9661643498743414184564347,151733758068889772227028,217354839265493416315039,123691974274868245712653
945,7,7782181060749822956621,7757205160659249116319,7755915156168856220142,0,2,208689468927009401,10164059984370852597027513,9663665949447653769232604,151753548049709783971792,217375435189158651918413,123691974274868245712653
946,7,7773234649879143214107,7826945057337161253735,7829731277941089152085,0,2,160032133461810618,10158263078846615802796951,9658159181688261559202006,151758958819931741608769,217381441903062719693531,123691974274868245712653
947,7,7770237240786120074237,7732472537973810029055,7730524541403921271115,0,2,281768957049048329,10156274283102370321086463,9656265267543920747883518,151826086400985260968875,217451665317334910039496,123691974274868245712653
948,7,7773908320032045851100,7805862231550979377506,7807518625474392238774,0,2,221247824507476403,10158664410727644816421796,9658536840731153830541701,151862355621120861600666,217489476987966085955897,123691974274868245712653
949,7,7763984446318276460503,7744356160211345466448,7743341813213947642556,0,2,116057437641528361,10152165037573448162922244,9652356108571225079943272,151899077882786889844071,217527199894751528785065,123691974274868245712653
950,7,7757448472298836410687,7686033814433411116355,7682362770682581038340,0,2,134249106702388916,10147991300696488930691400,9648397964446100128025411,151902697093422400781935,217531195301579282212672,123691974274868245712653
951,7,7767677713981704296309,7695875112940406987201,7692184238310174678388,0,2,317177089586503133,10154680741925711217196159,9654758169770607520925909,152044414294063155343452,217678395070410039125267,123691974274868245712653
952,7,7766966262443363192425,7768573948488224034683,7768657200799766422895,0,2,260809587183200402,10154106279227486962326559,9654200964009264034839028,152151731921646550989407,217791353108435420836060,123691974274868245712653
953,7,7753260210901097419742,7770822518999677319941,7771732455984260725362,0,2,94929166634636671,10145149490379491859992657,9645685784230184940724470,152156669395604706143892,217796098630978290041065,123691974274868245712653
954,7,7749206106411456795608,7785668537930686378825,7787558933915703121280,0,2,104649052216034029,10142518190947685725499835,9643186191641383263175690,152166507183196401621639,217806254932799759221957,123691974274868245712653
955,7,7736175150293329083165,7681836643936163735835,7679038539864045750638,0,2,177471563101492203,10134021868386957394498535,9635111685628479953297495,152218025326894443708787,217859037087308606106548,123691974274868245712653
956,7,7749307530316608781932,7769775558216946034952,7770836150699459564988,0,2,313490178327097506,10142565448300598684523636,9643229194358518425419991,152314978102312021633478,217959057240799008298179,123691974274868245712653
957,7,7744938471855301274267,7725942172693462339375,7724960426871333671324,0,2,89041965316522026,10139704681495650971812792,9640509149521194441775787,152327971106035114764683,217972486290386742284901,123691974274868245712653
958,7,7739091507656371270496,7710806515499963480769,7709346111623317689472,0,2,85145960507179210,10135885869559622703601086,9636879287237708922550845,152331634950767081393810,217976509846380156307340,123691974274868245712653
959,7,7747360567049637433893,7814884374001645239943,7818388810530333255045,0,2,144436679149502589,10141377884783411841386787,9642108826900880543614381,152359989304218088992114,218005670892378155872084,123691974274868245712653
960,7,7737084098059981280162,7809037938225038440604,7812772857433921516645,0,2,263495914913750791,10134662802459534762888696,9635725657914736278542751,152486805391055605417592,218137291285471373120829,123691974274868245712653
961,7,7748617465291193341313,7742794140453626570540,7742492780962078125974,0,2,232834055423549649,10142105743148892704541832,9642791303261432862601794,152563291570101876180902,218219241068805978265639,123691974274868245712653
962,7,7758471978241126593599,7746777748293285900322,7746172928121664108308,0,2,83600910745462854,10148555111413688421247931,9648923376348736556448943,152568482108612617382783,218224367811613059671761,123691974274868245712653
963,7,7760388063440776919173,7814747606345378675821,7817567570658603518607,0,2,63008951894737918,10149867144154710240570041,9650176756615842076259474,152572391412841687162234,218228422650788281576392,123691974274868245712653
964,7,7760334330209167300747,7804076625333032908975,7806344997921051324424,0,2,242563565452592570,10149810270190179230919012,9650120492738908390071207,152634332562025318145446,218293553086273169607560,123691974274868245712653
965,7,7773542151881005029220,7810245518204829882135,7812148413552298174665,0,2,176441438696789872,10158431969174469472400252,9658316529220342644404797,152653847872074908786830,218314960587923507414085,123691974274868245712653
966,7,7769339143215395310683,7707244720242950737963,7704049694250703436031,0,2,206946285889124471,10155738934258816064452171,9655761473986079563509134,152688854519611932088367,218351403489030777422150,123691974274868245712653
967,7,7773937170435383053198,7837424903632020199400,7840719400290931051539,0,2,321140740059696693,10158745900455112218089685,9658620629784880763643872,152783121083130032833610,218449862971421334663190,123691974274868245712653
968,7,7786020596088897819540,7740445976655131536560,7738096976887799924676,0,2,218279412242709715,10166597688537917449422134,9666081809887065074545304,152838150218669123986854,218509079273611559528164,123691974274868245712653
969,7,7773493972532008580328,7782186054044284812011,7782636272003305388359,0,2,116800425104734837,10158373899842308313171118,9658258636467072911378302,152861198664815029904096,218534226527947707877211,123691974274868245712653
970,7,7788749532228423932411,7767533474177941625257,7766437244404799928928,0,2,27600559056557567,10168344838547311777812999,9667739481928240070516294,152862102020121857685942,218534971578570828475266,123691974274868245712653
971,7,7802689922239162821294,7731007084084984745915,7727322198836411167575,0,2,27480903707546204,10177539380062685370758659,9676491323990252208576280,152888045613350127966520,218561203869426739271294,123691974274868245712653
972,7,7816681375418066377448,7861647425152009381833,7863979329348743435910,0,2,167062634226106776,10186593691358057283638264,9685093181098223660543364,153042705068094582054042,218721246300015939618801,123691974274868245712653
973,7,7829159753197251199044,7820341760541321894540,7819885560760804127873,0,2,287424758705957617,10194680964970959958052196,9692778241312505942187448,153064557087756594429198,218745105018968058894512,123691974274868245712653
974,7,7836160422274306016124,7867940306110570752284,7869587655323937240573,0,2,116556821809689397,10199257145654937986225745,9697131072053426669872993,153069762893780269206037,218750344437182653138745,123691974274868245712653
975,7,7832631210738461785702,7883307045603905573035,7885935546684394672364,0,2,258295890383489316,10196992272597163531649134,9694980941072076347124339,153095548879816738163353,218777196310161462801519,123691974274868245712653
976,7,7847927753085257093442,7851162916780078938203,7851330455328195555094,0,2,303228207549466071,10206891551450852301247761,9704387536631708570849394,153121361839592589094928,218805511181925639046008,123691974274868245712653
977,7,7833254892251799358203,7859795919670847318824,7861171466097006851940,0,2,124859149116172179,10197359808795647685755542,9695326509140273390091959,153128008693094553865480,218811949460673519901389,123691974274868245712653
